"Mesodinium rubrum";"Mesodinium";"Code.Region";"Code_point_Libelle";"Year";"Month";"Date";"Heure";"Code.parametre";"ID.interne.passage";"Day";"Mesodinium_genus";"log_c";"true_count"
0;0;22;"Le Cornard";2017;9;2017-09-27;"11:00:00";"FLORTOT";60620080;270;0;0;0
0;0;22;"Le Cornard";2017;10;2017-10-11;"10:55:00";"FLORTOT";60620095;284;0;0;0
0;0;22;"Le Cornard";2017;10;2017-10-24;"09:20:00";"FLORTOT";60631362;297;0;0;0
0;0;22;"Le Cornard";2017;11;2017-11-15;"15:05:00";"FLORTOT";60631378;319;0;0;0
0;0;22;"Le Cornard";2017;11;2017-11-29;"12:30:00";"FLORTOT";60631396;333;0;0;0
0;0;22;"Le Cornard";2017;12;2017-12-12;"14:10:00";"FLORTOT";60631399;346;0;0;0
0;0;22;"Le Cornard";2017;12;2017-12-20;"07:30:00";"FLORTOT";60631437;354;0;0;0
0;0;22;"Le Cornard";2018;1;2018-01-09;"10:00:00";"FLORTOT";60631454;9;0;0;0
0;0;22;"Le Cornard";2018;1;2018-01-23;"08:00:00";"FLORTOT";60642005;23;0;0;0
0;0;22;"Le Cornard";2018;2;2018-02-06;"09:55:00";"FLORTOT";60649083;37;0;0;0
0;0;22;"Le Cornard";2018;2;2018-02-22;"09:40:00";"FLORTOT";60649314;53;0;0;0
0;0;22;"Le Cornard";2018;3;2018-03-07;"09:20:00";"FLORTOT";60650993;66;0;0;0
0;0;22;"Le Cornard";2018;3;2018-03-23;"09:00:00";"FLORTOT";60651791;82;0;0;0
0;0;22;"Le Cornard";2018;4;2018-04-09;"13:10:00";"FLORTOT";60654104;99;0;0;0
0;0;22;"Le Cornard";2018;4;2018-04-23;"10:45:00";"FLORTOT";60654473;113;0;0;0
0;0;22;"Le Cornard";2018;5;2018-05-07;"11:45:00";"FLORTOT";60655346;127;0;0;0
0;0;22;"Le Cornard";2018;5;2018-05-22;"13:12:00";"FLORTOT";60663644;142;0;0;0
0;0;22;"Le Cornard";2018;6;2018-06-04;"11:00:00";"FLORTOT";60663947;155;0;0;0
0;0;22;"Le Cornard";2018;6;2018-06-18;"08:30:00";"FLORTOT";60664822;169;0;0;0
0;0;22;"Le Cornard";2018;7;2018-07-03;"10:00:00";"FLORTOT";60665824;184;0;0;0
0;0;22;"Le Cornard";2018;7;2018-07-16;"08:45:00";"FLORTOT";60667841;197;0;0;0
0;0;22;"Le Cornard";2018;8;2018-08-06;"13:45:00";"FLORTOT";60668386;218;0;0;0
0;0;22;"Le Cornard";2018;8;2018-08-20;"13:30:00";"FLORTOT";60668907;232;0;0;0
0;0;22;"Le Cornard";2018;9;2018-09-04;"14:00:00";"FLORTOT";60670028;247;0;0;0
0;0;22;"Le Cornard";2018;9;2018-09-17;"10:30:00";"FLORTOT";60671934;260;0;0;0
0;0;22;"Le Cornard";2018;10;2018-10-02;"12:15:00";"FLORTOT";60673279;275;0;0;0
0;0;22;"Le Cornard";2018;10;2018-10-15;"10:30:00";"FLORTOT";60674681;288;0;0;0
0;0;22;"Le Cornard";2018;10;2018-10-30;"09:30:00";"FLORTOT";60676789;303;0;0;0
0;0;22;"Le Cornard";2018;11;2018-11-13;"08:00:00";"FLORTOT";60677265;317;0;0;0
0;0;22;"Le Cornard";2018;11;2018-11-20;"13:40:00";"FLORTOT";60677920;324;0;0;0
0;0;22;"Le Cornard";2018;12;2018-12-04;"13:10:00";"FLORTOT";60678632;338;0;0;0
0;0;22;"Le Cornard";2018;12;2018-12-17;"11:00:00";"FLORTOT";60681324;351;0;0;0
0;0;22;"Le Cornard";2019;1;2019-01-07;"08:30:00";"FLORTOT";60682484;7;0;0;0
0;0;22;"Le Cornard";2019;1;2019-01-14;"11:30:00";"FLORTOT";60683246;14;0;0;0
0;0;22;"Le Cornard";2019;2;2019-02-05;"15:35:00";"FLORTOT";60691337;36;0;0;0
0;0;22;"Le Cornard";2019;2;2019-02-13;"11:00:00";"FLORTOT";60693851;44;0;0;0
0;0;22;"Le Cornard";2019;2;2019-02-25;"07:30:00";"FLORTOT";60694755;56;0;0;0
0;0;22;"Le Cornard";2019;3;2019-03-18;"13:10:00";"FLORTOT";60696582;77;0;0;0
0;0;22;"Le Cornard";2019;3;2019-03-26;"09:15:00";"FLORTOT";60696930;85;0;0;0
0;0;22;"Le Cornard";2019;4;2019-04-02;"14:37:00";"FLORTOT";60698608;92;0;0;0
0;0;22;"Le Cornard";2019;4;2019-04-15;"14:10:00";"FLORTOT";60700004;105;0;0;0
0;0;22;"Le Cornard";2019;4;2019-04-29;"13:00:00";"FLORTOT";60700392;119;0;0;0
0;0;22;"Le Cornard";2019;5;2019-05-13;"13:00:00";"FLORTOT";60701600;133;0;0;0
0;0;22;"Le Cornard";2019;5;2019-05-27;"12:50:00";"FLORTOT";60702939;147;0;0;0
0;0;22;"Le Cornard";2019;6;2019-06-11;"13:30:00";"FLORTOT";60703846;162;0;0;0
0;0;22;"Le Cornard";2019;6;2019-06-25;"12:40:00";"FLORTOT";60706806;176;0;0;0
0;0;22;"Le Cornard";2019;7;2019-07-09;"12:00:00";"FLORTOT";60707900;190;0;0;0
0;0;22;"Le Cornard";2019;7;2019-07-23;"09:00:00";"FLORTOT";60710526;204;0;0;0
0;0;22;"Le Cornard";2019;8;2019-08-06;"09:20:00";"FLORTOT";60711228;218;0;0;0
0;0;22;"Le Cornard";2019;8;2019-08-19;"08:00:00";"FLORTOT";60712151;231;0;0;0
0;0;22;"Le Cornard";2019;9;2019-09-09;"15:00:00";"FLORTOT";60714297;252;0;0;0
0;0;22;"Le Cornard";2019;9;2019-09-24;"12:15:00";"FLORTOT";60718846;267;0;0;0
0;0;22;"Le Cornard";2019;10;2019-10-08;"14:50:00";"FLORTOT";60720512;281;0;0;0
0;0;22;"Le Cornard";2019;10;2019-10-21;"12:00:00";"FLORTOT";60721121;294;0;0;0
0;0;22;"Le Cornard";2019;11;2019-11-06;"11:00:00";"FLORTOT";60721866;310;0;0;0
0;0;22;"Le Cornard";2019;11;2019-11-19;"10:00:00";"FLORTOT";60727600;323;0;0;0
0;0;22;"Le Cornard";2019;12;2019-12-04;"12:00:00";"FLORTOT";60737577;338;0;0;0
0;0;22;"Le Cornard";2019;12;2019-12-17;"08:00:00";"FLORTOT";60738086;351;0;0;0
0;0;22;"Le Cornard";2019;12;2019-12-31;"09:00:00";"FLORTOT";60739279;365;0;0;0
0;0;22;"Le Cornard";2020;1;2020-01-06;"13:15:00";"FLORTOT";60739794;6;0;0;0
0;0;22;"Le Cornard";2020;1;2020-01-22;"14:10:00";"FLORTOT";60740566;22;0;0;0
0;0;22;"Le Cornard";2020;2;2020-02-03;"13:45:00";"FLORTOT";60741282;34;0;0;0
0;0;22;"Le Cornard";2020;2;2020-02-17;"12:30:00";"FLORTOT";60743092;48;0;0;0
0;0;22;"Le Cornard";2020;3;2020-03-04;"12:30:00";"FLORTOT";60743320;64;0;0;0
0;0;22;"Le Cornard";2020;7;2020-07-07;"08:20:00";"FLORTOT";60752489;189;0;0;0
0;0;22;"Le Cornard";2020;7;2020-07-28;"12:15:00";"FLORTOT";60753598;210;0;0;0
0;0;22;"Le Cornard";2020;8;2020-08-10;"10:50:00";"FLORTOT";60754632;223;0;0;0
0;0;22;"Le Cornard";2020;8;2020-08-25;"09:30:00";"FLORTOT";60755224;238;0;0;0
0;0;22;"Le Cornard";2020;9;2020-09-07;"08:15:00";"FLORTOT";60755984;251;0;0;0
0;0;22;"Le Cornard";2020;9;2020-09-21;"09:45:00";"FLORTOT";60756880;265;0;0;0
0;0;22;"Le Cornard";2020;10;2020-10-12;"14:45:00";"FLORTOT";60758391;286;0;0;0
0;0;22;"Le Cornard";2020;10;2020-10-26;"11:57:00";"FLORTOT";60760249;300;0;0;0
0;0;22;"Le Cornard";2020;11;2020-11-09;"13:30:00";"FLORTOT";60760903;314;0;0;0
0;0;22;"Le Cornard";2020;11;2020-11-23;"10:25:00";"FLORTOT";60761466;328;0;0;0
0;0;22;"Le Cornard";2020;12;2020-12-07;"09:45:00";"FLORTOT";60761955;342;0;0;0
0;0;22;"Le Cornard";2020;12;2020-12-22;"09:15:00";"FLORTOT";60763198;357;0;0;0
0;0;22;"Le Cornard";2021;1;2021-01-04;"08:20:00";"FLORTOT";60764101;4;0;0;0
0;0;22;"Le Cornard";2021;1;2021-01-18;"08:30:00";"FLORTOT";60765263;18;0;0;0
0;0;22;"Le Cornard";2021;2;2021-02-09;"14:30:00";"FLORTOT";60768065;40;0;0;0
0;0;22;"Le Cornard";2021;2;2021-02-23;"12:10:00";"FLORTOT";60768984;54;0;0;0
0;0;22;"Le Cornard";2021;3;2021-03-09;"13:35:00";"FLORTOT";60769963;68;0;0;0
0;0;22;"Le Cornard";2021;3;2021-03-23;"16:10:00";"FLORTOT";60771786;82;0;0;0
0;0;22;"Le Cornard";2021;4;2021-04-06;"14:00:00";"FLORTOT";60772464;96;0;0;0
0;0;22;"Le Cornard";2021;4;2021-04-20;"11:30:00";"FLORTOT";60773885;110;0;0;0
0;0;22;"Le Cornard";2021;5;2021-05-03;"12:35:00";"FLORTOT";60775315;123;0;0;0
0;0;22;"Le Cornard";2021;5;2021-05-18;"10:10:00";"FLORTOT";60776686;138;0;0;0
0;0;22;"Le Cornard";2021;6;2021-06-01;"10:00:00";"FLORTOT";60777531;152;0;0;0
0;0;22;"Le Cornard";2021;6;2021-06-15;"09:30:00";"FLORTOT";60778403;166;0;0;0
0;0;22;"Le Cornard";2021;6;2021-06-29;"08:00:00";"FLORTOT";60779188;180;0;0;0
0;0;22;"Le Cornard";2021;7;2021-07-12;"07:20:00";"FLORTOT";60781150;193;0;0;0
0;0;22;"Le Cornard";2021;7;2021-07-26;"09:15:00";"FLORTOT";60782365;207;0;0;0
0;0;22;"Le Cornard";2021;8;2021-08-17;"12:45:00";"FLORTOT";60783968;229;0;0;0
0;0;22;"Le Cornard";2021;8;2021-08-31;"13:30:00";"FLORTOT";60785061;243;0;0;0
0;0;22;"Le Cornard";2021;9;2021-09-13;"09:20:00";"FLORTOT";60786082;256;0;0;0
0;0;22;"Le Cornard";2021;9;2021-09-27;"08:30:00";"FLORTOT";60786787;270;0;0;0
0;0;22;"Le Cornard";2021;10;2021-10-11;"09:20:00";"FLORTOT";60788086;284;0;0;0
0;0;22;"Le Cornard";2021;10;2021-10-26;"08:00:00";"FLORTOT";60788575;299;0;0;0
0;0;22;"Le Cornard";2021;11;2021-11-03;"12:00:00";"FLORTOT";60789228;307;0;0;0
0;0;22;"Le Cornard";2021;11;2021-11-15;"11:53:00";"FLORTOT";60789862;319;0;0;0
0;0;22;"Le Cornard";2021;11;2021-11-29;"13:32:00";"FLORTOT";60790890;333;0;0;0
0;0;22;"Le Cornard";2021;12;2021-12-14;"11:30:00";"FLORTOT";60791431;348;0;0;0
0;0;22;"Le Cornard";2022;1;2022-01-10;"09:00:00";"FLORTOT";60793516;10;0;0;0
0;0;22;"Le Cornard";2022;1;2022-01-24;"09:00:00";"FLORTOT";60794510;24;0;0;0
0;0;22;"Le Cornard";2022;2;2022-02-07;"08:40:00";"FLORTOT";60795410;38;0;0;0
0;0;22;"Le Cornard";2022;2;2022-02-22;"09:45:00";"FLORTOT";60795655;53;0;0;0
0;0;22;"Le Cornard";2022;3;2022-03-08;"09:10:00";"FLORTOT";60798145;67;0;0;0
0;0;22;"Le Cornard";2022;3;2022-03-14;"14:00:00";"FLORTOT";60798558;73;0;0;0
0;0;22;"Le Cornard";2022;3;2022-03-28;"14:30:00";"FLORTOT";60799313;87;0;0;0
0;0;22;"Le Cornard";2022;4;2022-04-12;"13:20:00";"FLORTOT";60799618;102;0;0;0
0;0;22;"Le Cornard";2022;4;2022-04-25;"12:35:00";"FLORTOT";60800176;115;0;0;0
0;0;22;"Le Cornard";2022;5;2022-05-09;"10:35:00";"FLORTOT";60801295;129;0;0;0
0;0;22;"Le Cornard";2022;5;2022-05-23;"11:05:00";"FLORTOT";60802112;143;0;0;0
0;0;22;"Le Cornard";2022;6;2022-06-07;"09:25:00";"FLORTOT";60802908;158;0;0;0
0;0;22;"Le Cornard";2022;6;2022-06-20;"09:15:00";"FLORTOT";60804690;171;0;0;0
0;0;22;"Le Cornard";2022;7;2022-07-04;"11:00:00";"FLORTOT";60805779;185;0;0;0
0;0;22;"Le Cornard";2022;7;2022-07-18;"10:45:00";"FLORTOT";60806507;199;0;0;0
0;0;22;"Le Cornard";2022;8;2022-08-01;"07:55:00";"FLORTOT";60807450;213;0;0;0
0;0;22;"Le Cornard";2022;8;2022-08-16;"08:35:00";"FLORTOT";60808473;228;0;0;0
0;0;22;"Le Cornard";2022;9;2022-09-05;"11:23:00";"FLORTOT";60809893;248;0;0;0
0;0;22;"Le Cornard";2022;9;2022-09-19;"13:05:00";"FLORTOT";60811009;262;0;0;0
0;0;22;"Le Cornard";2022;10;2022-10-03;"13:17:00";"FLORTOT";60812127;276;0;0;0
0;0;22;"Le Cornard";2022;10;2022-10-17;"09:00:00";"FLORTOT";60813054;290;0;0;0
0;0;22;"Le Cornard";2022;11;2022-11-02;"13:58:00";"FLORTOT";60813577;306;0;0;0
0;0;22;"Le Cornard";2022;12;2022-12-06;"17:05:00";"FLORTOT";60814497;340;0;0;0
0;0;22;"Le Cornard";2022;12;2022-12-19;"13:47:00";"FLORTOT";60816528;353;0;0;0
0;0;22;"Ouest Loscolo";2007;1;2007-01-24;"10:00:00";"FLORTOT";5260489;24;0;0;0
0;0;22;"Ouest Loscolo";2007;2;2007-02-05;"16:25:00";"FLORTOT";5260490;36;0;0;0
0;0;22;"Ouest Loscolo";2007;3;2007-03-22;"08:30:00";"FLORTOT";5260495;81;0;0;0
0;0;22;"Ouest Loscolo";2007;4;2007-04-02;"15:30:00";"FLORTOT";5260849;92;0;0;0
0;0;22;"Ouest Loscolo";2007;4;2007-04-16;"15:05:00";"FLORTOT";5260862;106;0;0;0
0;0;22;"Ouest Loscolo";2007;5;2007-05-02;"15:30:00";"FLORTOT";5261869;122;0;0;0
0;0;22;"Ouest Loscolo";2007;5;2007-05-21;"09:20:00";"FLORTOT";5261879;141;0;0;0
0;0;22;"Ouest Loscolo";2007;5;2007-05-29;"14:20:00";"FLORTOT";5263889;149;0;0;0
0;0;22;"Ouest Loscolo";2007;6;2007-06-12;"14:00:00";"FLORTOT";5263898;163;0;0;0
0;0;22;"Ouest Loscolo";2007;6;2007-06-26;"15:25:00";"FLORTOT";5263910;177;0;0;0
0;0;22;"Ouest Loscolo";2007;7;2007-07-11;"13:45:00";"FLORTOT";5263953;192;0;0;0
0;0;22;"Ouest Loscolo";2007;7;2007-07-24;"12:50:00";"FLORTOT";5264180;205;0;0;0
0;0;22;"Ouest Loscolo";2007;8;2007-08-08;"13:15:00";"FLORTOT";5265032;220;0;0;0
0;0;22;"Ouest Loscolo";2007;8;2007-08-20;"10:00:00";"FLORTOT";5265022;232;0;0;0
0;0;22;"Ouest Loscolo";2007;9;2007-09-03;"10:00:00";"FLORTOT";5267171;246;0;0;0
0;0;22;"Ouest Loscolo";2007;9;2007-09-17;"09:45:00";"FLORTOT";5267336;260;0;0;0
0;0;22;"Ouest Loscolo";2007;10;2007-10-01;"09:10:00";"FLORTOT";5271905;274;0;0;0
0;0;22;"Ouest Loscolo";2007;10;2007-10-15;"08:45:00";"FLORTOT";5271961;288;0;0;0
0;0;22;"Ouest Loscolo";2007;10;2007-10-30;"08:35:00";"FLORTOT";5272009;303;0;0;0
0;0;22;"Ouest Loscolo";2007;11;2007-11-12;"15:20:00";"FLORTOT";5272558;316;0;0;0
0;0;22;"Ouest Loscolo";2007;12;2007-12-11;"15:45:00";"FLORTOT";5274292;345;0;0;0
300;0;22;"Ouest Loscolo";2008;1;2008-01-08;"15:00:00";"FLORTOT";5277241;8;300;2,47856649559384;3
0;0;22;"Ouest Loscolo";2008;1;2008-01-22;"15:05:00";"FLORTOT";5277286;22;0;0;0
0;0;22;"Ouest Loscolo";2008;2;2008-02-04;"15:30:00";"FLORTOT";5277290;35;0;0;0
0;0;22;"Ouest Loscolo";2008;2;2008-02-18;"13:30:00";"FLORTOT";5277421;49;0;0;0
0;0;22;"Ouest Loscolo";2008;3;2008-03-03;"12:10:00";"FLORTOT";5277428;63;0;0;0
0;0;22;"Ouest Loscolo";2008;3;2008-03-17;"12:20:00";"FLORTOT";5277444;77;0;0;0
0;0;22;"Ouest Loscolo";2008;4;2008-04-01;"13:06:00";"FLORTOT";5277453;92;0;0;0
0;0;22;"Ouest Loscolo";2008;4;2008-04-14;"14:00:00";"FLORTOT";5277483;105;0;0;0
0;0;22;"Ouest Loscolo";2008;4;2008-04-28;"10:00:00";"FLORTOT";5277888;119;0;0;0
0;0;22;"Ouest Loscolo";2008;5;2008-05-12;"13:30:00";"FLORTOT";5278709;133;0;0;0
0;0;22;"Ouest Loscolo";2008;5;2008-05-26;"09:30:00";"FLORTOT";5278742;147;0;0;0
0;0;22;"Ouest Loscolo";2008;6;2008-06-09;"09:40:00";"FLORTOT";5280416;161;0;0;0
0;0;22;"Ouest Loscolo";2008;6;2008-06-23;"09:55:00";"FLORTOT";5280425;175;0;0;0
0;0;22;"Ouest Loscolo";2008;7;2008-07-21;"09:30:00";"FLORTOT";5281679;203;0;0;0
0;0;22;"Ouest Loscolo";2008;8;2008-08-06;"09:35:00";"FLORTOT";5281371;219;0;0;0
0;0;22;"Ouest Loscolo";2008;8;2008-08-25;"12:40:00";"FLORTOT";5281695;238;0;0;0
0;0;22;"Ouest Loscolo";2008;9;2008-09-08;"10:50:00";"FLORTOT";5282600;252;0;0;0
0;0;22;"Ouest Loscolo";2008;9;2008-09-22;"10:15:00";"FLORTOT";60000793;266;0;0;0
0;0;22;"Ouest Loscolo";2008;10;2008-10-06;"09:20:00";"FLORTOT";60004171;280;0;0;0
0;0;22;"Ouest Loscolo";2008;10;2008-10-20;"10:10:00";"FLORTOT";60004425;294;0;0;0
0;0;22;"Ouest Loscolo";2008;11;2008-11-04;"10:15:00";"FLORTOT";60005880;309;0;0;0
0;0;22;"Ouest Loscolo";2008;11;2008-11-17;"08:30:00";"FLORTOT";60005985;322;0;0;0
0;0;22;"Ouest Loscolo";2008;12;2008-12-08;"11:35:00";"FLORTOT";60006020;343;0;0;0
0;0;22;"Ouest Loscolo";2008;12;2008-12-22;"11:45:00";"FLORTOT";60006081;357;0;0;0
0;0;22;"Ouest Loscolo";2009;1;2009-01-06;"11:30:00";"FLORTOT";60030641;6;0;0;0
0;0;22;"Ouest Loscolo";2009;2;2009-02-03;"10:05:00";"FLORTOT";60030752;34;0;0;0
0;0;22;"Ouest Loscolo";2009;2;2009-02-17;"10:30:00";"FLORTOT";60030761;48;0;0;0
0;0;22;"Ouest Loscolo";2009;3;2009-03-11;"15:45:00";"FLORTOT";60030660;70;0;0;0
0;0;22;"Ouest Loscolo";2009;3;2009-03-21;"12:15:00";"FLORTOT";60030723;80;0;0;0
8000;0;22;"Ouest Loscolo";2009;4;2009-04-06;"14:50:00";"FLORTOT";60030734;96;8000;3,90314427040954;80
0;0;22;"Ouest Loscolo";2009;4;2009-04-20;"12:50:00";"FLORTOT";60030745;110;0;0;0
0;0;22;"Ouest Loscolo";2009;5;2009-05-04;"14:10:00";"FLORTOT";60036800;124;0;0;0
0;0;22;"Ouest Loscolo";2009;5;2009-05-19;"12:40:00";"FLORTOT";60037600;139;0;0;0
0;0;22;"Ouest Loscolo";2009;6;2009-06-02;"12:55:00";"FLORTOT";60038241;153;0;0;0
0;0;22;"Ouest Loscolo";2009;6;2009-06-15;"11:00:00";"FLORTOT";60038362;166;0;0;0
0;0;22;"Ouest Loscolo";2009;7;2009-07-20;"14:55:00";"FLORTOT";60041319;201;0;0;0
0;0;22;"Ouest Loscolo";2009;8;2009-08-04;"16:05:00";"FLORTOT";60044615;216;0;0;0
0;0;22;"Ouest Loscolo";2009;8;2009-08-18;"14:25:00";"FLORTOT";60044650;230;0;0;0
0;0;22;"Ouest Loscolo";2009;9;2009-09-14;"13:15:00";"FLORTOT";60046326;257;0;0;0
0;0;22;"Ouest Loscolo";2009;9;2009-09-28;"12:05:00";"FLORTOT";60046922;271;0;0;0
0;0;22;"Ouest Loscolo";2009;10;2009-10-12;"12:45:00";"FLORTOT";60053421;285;0;0;0
0;0;22;"Ouest Loscolo";2009;10;2009-10-26;"10:00:00";"FLORTOT";60053480;299;0;0;0
0;0;22;"Ouest Loscolo";2009;11;2009-11-09;"09:55:00";"FLORTOT";60058620;313;0;0;0
0;0;22;"Ouest Loscolo";2009;12;2009-12-10;"10:00:00";"FLORTOT";60067420;344;0;0;0
0;0;22;"Ouest Loscolo";2009;12;2009-12-21;"08:45:00";"FLORTOT";60071880;355;0;0;0
0;0;22;"Ouest Loscolo";2010;1;2010-01-14;"15:00:00";"FLORTOT";60075280;14;0;0;0
0;0;22;"Ouest Loscolo";2010;1;2010-01-25;"11:30:00";"FLORTOT";60077442;25;0;0;0
300;0;22;"Ouest Loscolo";2010;2;2010-02-08;"12:35:00";"FLORTOT";60085581;39;300;2,47856649559384;3
200;0;22;"Ouest Loscolo";2010;3;2010-03-10;"12:40:00";"FLORTOT";60085792;69;200;2,30319605742049;2
2600;0;22;"Ouest Loscolo";2010;3;2010-03-24;"09:45:00";"FLORTOT";60086556;83;2600;3,41514035219587;26
0;0;22;"Ouest Loscolo";2010;4;2010-04-06;"11:00:00";"FLORTOT";60099902;96;0;0;0
800;0;22;"Ouest Loscolo";2010;4;2010-04-21;"10:00:00";"FLORTOT";60099934;111;800;2,90363251608424;8
200;0;22;"Ouest Loscolo";2010;5;2010-05-03;"09:35:00";"FLORTOT";60100025;123;200;2,30319605742049;2
0;0;22;"Ouest Loscolo";2010;5;2010-05-17;"09:25:00";"FLORTOT";60100180;137;0;0;0
0;0;22;"Ouest Loscolo";2010;6;2010-06-08;"12:50:00";"FLORTOT";60100824;159;0;0;0
0;0;22;"Ouest Loscolo";2010;6;2010-06-21;"13:50:00";"FLORTOT";60102630;172;0;0;0
0;0;22;"Ouest Loscolo";2010;7;2010-07-05;"10:30:00";"FLORTOT";60139743;186;0;0;0
0;0;22;"Ouest Loscolo";2010;7;2010-07-19;"12:40:00";"FLORTOT";60140691;200;0;0;0
0;0;22;"Ouest Loscolo";2010;8;2010-08-02;"10:50:00";"FLORTOT";60141662;214;0;0;0
0;0;22;"Ouest Loscolo";2010;8;2010-08-17;"09:40:00";"FLORTOT";60142843;229;0;0;0
0;0;22;"Ouest Loscolo";2010;9;2010-09-02;"09:45:00";"FLORTOT";60146126;245;0;0;0
0;0;22;"Ouest Loscolo";2010;9;2010-09-20;"14:45:00";"FLORTOT";60147317;263;0;0;0
0;0;22;"Ouest Loscolo";2010;10;2010-10-06;"15:00:00";"FLORTOT";60147711;279;0;0;0
800;0;22;"Ouest Loscolo";2010;10;2010-10-18;"14:45:00";"FLORTOT";60149352;291;800;2,90363251608424;8
0;0;22;"Ouest Loscolo";2010;11;2010-11-02;"11:50:00";"FLORTOT";60149858;306;0;0;0
0;0;22;"Ouest Loscolo";2010;11;2010-11-15;"12:00:00";"FLORTOT";60150293;319;0;0;0
0;0;22;"Ouest Loscolo";2010;12;2010-12-01;"11:45:00";"FLORTOT";60150901;335;0;0;0
0;0;22;"Ouest Loscolo";2010;12;2010-12-13;"09:40:00";"FLORTOT";60151151;347;0;0;0
0;0;22;"Ouest Loscolo";2011;1;2011-01-10;"10:10:00";"FLORTOT";60183523;10;0;0;0
0;0;22;"Ouest Loscolo";2011;1;2011-01-25;"09:45:00";"FLORTOT";60183528;25;0;0;0
0;0;22;"Ouest Loscolo";2011;2;2011-02-02;"14:40:00";"FLORTOT";60183547;33;0;0;0
0;0;22;"Ouest Loscolo";2011;2;2011-02-14;"12:15:00";"FLORTOT";60187063;45;0;0;0
0;0;22;"Ouest Loscolo";2011;3;2011-03-01;"13:35:00";"FLORTOT";60187071;60;0;0;0
600;0;22;"Ouest Loscolo";2011;3;2011-03-14;"10:45:00";"FLORTOT";60188560;73;600;2,77887447200274;6
400;0;22;"Ouest Loscolo";2011;3;2011-03-28;"14:05:00";"FLORTOT";60188561;87;400;2,60314437262018;4
200;0;22;"Ouest Loscolo";2011;4;2011-04-11;"12:45:00";"FLORTOT";60188562;101;200;2,30319605742049;2
0;0;22;"Ouest Loscolo";2011;4;2011-04-26;"13:15:00";"FLORTOT";60189087;116;0;0;0
0;0;22;"Ouest Loscolo";2011;5;2011-05-09;"10:05:00";"FLORTOT";60222297;129;0;0;0
0;0;22;"Ouest Loscolo";2011;5;2011-05-23;"11:05:00";"FLORTOT";60222700;143;0;0;0
300;0;22;"Ouest Loscolo";2011;6;2011-06-06;"10:00:00";"FLORTOT";60223141;157;300;2,47856649559384;3
0;0;22;"Ouest Loscolo";2011;6;2011-06-20;"09:30:00";"FLORTOT";60223549;171;0;0;0
0;0;22;"Ouest Loscolo";2011;7;2011-07-04;"09:30:00";"FLORTOT";60224141;185;0;0;0
0;0;22;"Ouest Loscolo";2011;7;2011-07-20;"10:00:00";"FLORTOT";60224856;201;0;0;0
0;0;22;"Ouest Loscolo";2011;8;2011-08-10;"14:45:00";"FLORTOT";60226254;222;0;0;0
800;0;22;"Ouest Loscolo";2011;8;2011-08-22;"12:05:00";"FLORTOT";60226259;234;800;2,90363251608424;8
0;0;22;"Ouest Loscolo";2011;9;2011-09-05;"11:00:00";"FLORTOT";60226650;248;0;0;0
200;0;22;"Ouest Loscolo";2011;9;2011-09-20;"09:50:00";"FLORTOT";60227630;263;200;2,30319605742049;2
0;0;22;"Ouest Loscolo";2011;10;2011-10-03;"10:00:00";"FLORTOT";60228017;276;0;0;0
3000;0;22;"Ouest Loscolo";2011;10;2011-10-18;"09:15:00";"FLORTOT";60228970;291;3000;3,47726599542485;30
100;0;22;"Ouest Loscolo";2011;11;2011-11-07;"13:15:00";"FLORTOT";60229816;311;100;2,00432137378264;1
100;0;22;"Ouest Loscolo";2011;11;2011-11-21;"11:15:00";"FLORTOT";60230155;325;100;2,00432137378264;1
400;0;22;"Ouest Loscolo";2011;12;2011-12-06;"13:50:00";"FLORTOT";60230954;340;400;2,60314437262018;4
0;0;22;"Ouest Loscolo";2011;12;2011-12-19;"10:05:00";"FLORTOT";60231495;353;0;0;0
0;0;22;"Ouest Loscolo";2012;1;2012-01-06;"14:00:00";"FLORTOT";60235709;6;0;0;0
100;0;22;"Ouest Loscolo";2012;1;2012-01-23;"15:00:00";"FLORTOT";60236026;23;100;2,00432137378264;1
1900;0;22;"Ouest Loscolo";2012;2;2012-02-06;"14:15:00";"FLORTOT";60237142;37;1900;3,27898211686544;19
0;0;22;"Ouest Loscolo";2012;2;2012-02-20;"15:05:00";"FLORTOT";60237147;51;0;0;0
1400;0;22;"Ouest Loscolo";2012;3;2012-03-06;"14:30:00";"FLORTOT";60237149;66;1400;3,14643813528577;14
200;0;22;"Ouest Loscolo";2012;3;2012-03-19;"15:00:00";"FLORTOT";60237657;79;200;2,30319605742049;2
0;0;22;"Ouest Loscolo";2012;4;2012-04-02;"14:10:00";"FLORTOT";60238149;93;0;0;0
0;0;22;"Ouest Loscolo";2012;4;2012-04-16;"13:00:00";"FLORTOT";60239428;107;0;0;0
0;0;22;"Ouest Loscolo";2012;5;2012-05-02;"12:50:00";"FLORTOT";60244649;123;0;0;0
0;0;22;"Ouest Loscolo";2012;5;2012-05-14;"12:10:00";"FLORTOT";60246430;135;0;0;0
1600;0;22;"Ouest Loscolo";2012;6;2012-06-11;"11:45:00";"FLORTOT";60254596;163;1600;3,2043913319193;16
0;0;22;"Ouest Loscolo";2012;6;2012-06-25;"10:30:00";"FLORTOT";60257132;177;0;0;0
100;0;22;"Ouest Loscolo";2012;7;2012-07-02;"15:20:00";"FLORTOT";60260553;184;100;2,00432137378264;1
