"Mesodinium rubrum";"Mesodinium";"Code.Region";"Code_point_Libelle";"Year";"Month";"Date";"Heure";"Code.parametre";"ID.interne.passage";"Day";"Mesodinium_genus";"log_c";"true_count"
0;0;12;"Antifer ponton pétrolier";2021;11;2021-11-08;"11:46:00";"FLORTOT";60791471;312;0;0;0
0;0;12;"Antifer ponton pétrolier";2021;11;2021-11-24;"11:55:00";"FLORTOT";60791456;328;0;0;0
0;0;12;"Antifer ponton pétrolier";2021;12;2021-12-06;"12:15:00";"FLORTOT";60791472;340;0;0;0
0;0;12;"Antifer ponton pétrolier";2021;12;2021-12-20;"11:25:00";"FLORTOT";60794091;354;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;1;2022-01-05;"11:35:00";"FLORTOT";60794160;5;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;1;2022-01-17;"11:20:00";"FLORTOT";60794814;17;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;2;2022-02-07;"13:50:00";"FLORTOT";60795785;38;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;2;2022-02-23;"13:30:00";"FLORTOT";60797203;54;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;3;2022-03-02;"11:36:00";"FLORTOT";60798840;61;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;3;2022-03-17;"11:05:00";"FLORTOT";60799054;76;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;4;2022-04-05;"12:45:00";"FLORTOT";60800068;95;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;4;2022-04-20;"13:30:00";"FLORTOT";60800272;110;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;5;2022-05-05;"13:30:00";"FLORTOT";60801247;125;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;5;2022-05-16;"11:30:00";"FLORTOT";60802191;136;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;6;2022-06-01;"13:45:00";"FLORTOT";60804310;152;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;6;2022-06-15;"11:10:00";"FLORTOT";60804864;166;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;7;2022-07-04;"13:50:00";"FLORTOT";60806125;185;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;7;2022-07-19;"14:40:00";"FLORTOT";60808586;200;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;8;2022-08-03;"13:45:00";"FLORTOT";60808587;215;0;0;0
100;0;12;"Antifer ponton pétrolier";2022;8;2022-08-17;"14:55:00";"FLORTOT";60809073;229;100;2,00432137378264;1
100;0;12;"Antifer ponton pétrolier";2022;9;2022-09-01;"14:00:00";"FLORTOT";60810115;244;100;2,00432137378264;1
0;0;12;"Antifer ponton pétrolier";2022;9;2022-09-13;"12:15:00";"FLORTOT";60811554;256;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;10;2022-10-11;"11:45:00";"FLORTOT";60813332;284;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;10;2022-10-21;"10:30:00";"FLORTOT";60813625;294;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;11;2022-11-08;"11:31:00";"FLORTOT";60815226;312;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;11;2022-11-24;"10:50:00";"FLORTOT";60816233;328;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;12;2022-12-12;"12:15:00";"FLORTOT";60816234;346;0;0;0
0;0;12;"Antifer ponton pétrolier";2022;12;2022-12-22;"11:20:00";"FLORTOT";60817425;356;0;0;0
0;0;12;"Cabourg";2007;1;2007-01-09;"13:25:00";"FLORTOT";5256782;9;0;0;0
0;0;12;"Cabourg";2007;1;2007-01-22;"13:40:00";"FLORTOT";5258446;22;0;0;0
100;0;12;"Cabourg";2007;2;2007-02-06;"13:55:00";"FLORTOT";5258901;37;100;2,00432137378264;1
0;0;12;"Cabourg";2007;2;2007-02-20;"14:00:00";"FLORTOT";5259222;51;0;0;0
100;0;12;"Cabourg";2007;3;2007-03-07;"11:05:00";"FLORTOT";5259782;66;100;2,00432137378264;1
0;0;12;"Cabourg";2007;3;2007-03-22;"12:40:00";"FLORTOT";5260296;81;0;0;0
0;0;12;"Cabourg";2007;4;2007-04-06;"13:10:00";"FLORTOT";5260768;96;0;0;0
0;0;12;"Cabourg";2007;4;2007-04-18;"10:10:00";"FLORTOT";5260835;108;0;0;0
0;0;12;"Cabourg";2007;5;2007-05-02;"12:25:00";"FLORTOT";5261225;122;0;0;0
0;0;12;"Cabourg";2007;5;2007-05-21;"13:30:00";"FLORTOT";5261692;141;0;0;0
0;0;12;"Cabourg";2007;6;2007-06-01;"12:57:00";"FLORTOT";5262102;152;0;0;0
200;0;12;"Cabourg";2007;6;2007-06-14;"11:20:00";"FLORTOT";5262534;165;200;2,30319605742049;2
0;0;12;"Cabourg";2007;7;2007-07-03;"13:30:00";"FLORTOT";5263198;184;0;0;0
0;0;12;"Cabourg";2007;7;2007-07-18;"15:10:00";"FLORTOT";5263865;199;0;0;0
600;0;12;"Cabourg";2007;8;2007-08-01;"13:30:00";"FLORTOT";5264417;213;600;2,77887447200274;6
200;0;12;"Cabourg";2007;8;2007-08-13;"12:59:00";"FLORTOT";5264770;225;200;2,30319605742049;2
0;0;12;"Cabourg";2007;8;2007-08-27;"12:10:00";"FLORTOT";5265150;239;0;0;0
0;0;12;"Cabourg";2007;9;2007-09-13;"13:30:00";"FLORTOT";5266719;256;0;0;0
0;0;12;"Cabourg";2007;10;2007-10-01;"14:31:00";"FLORTOT";5267580;274;0;0;0
0;0;12;"Cabourg";2007;10;2007-10-09;"12:11:00";"FLORTOT";5267844;282;0;0;0
0;0;12;"Cabourg";2007;10;2007-10-29;"12:45:00";"FLORTOT";5268575;302;0;0;0
0;0;12;"Cabourg";2007;11;2007-11-15;"12:00:00";"FLORTOT";5271876;319;0;0;0
0;0;12;"Cabourg";2007;11;2007-11-27;"12:00:00";"FLORTOT";5272404;331;0;0;0
0;0;12;"Cabourg";2007;12;2007-12-12;"12:20:00";"FLORTOT";5273250;346;0;0;0
0;0;12;"Cabourg";2007;12;2007-12-27;"12:00:00";"FLORTOT";5273781;361;0;0;0
0;0;12;"Cabourg";2008;1;2008-01-14;"12:03:00";"FLORTOT";5274252;14;0;0;0
0;0;12;"Cabourg";2008;1;2008-01-25;"10:40:00";"FLORTOT";5274798;25;0;0;0
0;0;12;"Cabourg";2008;2;2008-02-11;"11:34:00";"FLORTOT";5275172;42;0;0;0
0;0;12;"Cabourg";2008;2;2008-02-25;"12:00:00";"FLORTOT";5275614;56;0;0;0
0;0;12;"Cabourg";2008;3;2008-03-14;"14:50:00";"FLORTOT";5276119;74;0;0;0
0;0;12;"Cabourg";2008;3;2008-03-26;"12:10:00";"FLORTOT";5276388;86;0;0;0
0;0;12;"Cabourg";2008;4;2008-04-10;"14:30:00";"FLORTOT";5276999;101;0;0;0
0;0;12;"Cabourg";2008;4;2008-04-25;"13:35:00";"FLORTOT";5277550;116;0;0;0
0;0;12;"Cabourg";2008;5;2008-05-06;"11:05:00";"FLORTOT";5277873;127;0;0;0
0;0;12;"Cabourg";2008;5;2008-05-21;"11:30:00";"FLORTOT";5278212;142;0;0;0
0;0;12;"Cabourg";2008;6;2008-06-04;"12:36:00";"FLORTOT";5278633;156;0;0;0
0;0;12;"Cabourg";2008;6;2008-06-17;"11:00:00";"FLORTOT";5278891;169;0;0;0
0;0;12;"Cabourg";2008;7;2008-07-02;"11:45:00";"FLORTOT";5279448;184;0;0;0
0;0;12;"Cabourg";2008;7;2008-07-16;"12:25:00";"FLORTOT";5280042;198;0;0;0
0;0;12;"Cabourg";2008;7;2008-07-31;"11:40:00";"FLORTOT";5280757;213;0;0;0
0;0;12;"Cabourg";2008;8;2008-08-11;"17:30:00";"FLORTOT";5281253;224;0;0;0
0;0;12;"Cabourg";2008;8;2008-08-28;"10:30:00";"FLORTOT";5281660;241;0;0;0
0;0;12;"Cabourg";2008;9;2008-09-01;"13:30:00";"FLORTOT";5281749;245;0;0;0
0;0;12;"Cabourg";2008;9;2008-09-16;"09:50:00";"FLORTOT";5282333;260;0;0;0
0;0;12;"Cabourg";2008;10;2008-10-02;"12:15:00";"FLORTOT";60001996;276;0;0;0
100;0;12;"Cabourg";2008;10;2008-10-17;"12:25:00";"FLORTOT";60005287;291;100;2,00432137378264;1
0;0;12;"Cabourg";2008;11;2008-11-04;"12:00:00";"FLORTOT";60005301;309;0;0;0
0;0;12;"Cabourg";2008;11;2008-11-18;"14:35:00";"FLORTOT";60005502;323;0;0;0
0;0;12;"Cabourg";2008;12;2008-12-02;"12:50:00";"FLORTOT";60005506;337;0;0;0
0;0;12;"Cabourg";2008;12;2008-12-17;"11:40:00";"FLORTOT";60005523;352;0;0;0
0;0;12;"Cabourg";2009;1;2009-01-14;"11:30:00";"FLORTOT";60012060;14;0;0;0
0;0;12;"Cabourg";2009;1;2009-01-27;"11:45:00";"FLORTOT";60012166;27;0;0;0
0;0;12;"Cabourg";2009;2;2009-02-12;"11:45:00";"FLORTOT";60014582;43;0;0;0
0;0;12;"Cabourg";2009;2;2009-02-17;"15:00:00";"FLORTOT";60015640;48;0;0;0
0;0;12;"Cabourg";2009;3;2009-03-05;"17:00:00";"FLORTOT";60021860;64;0;0;0
0;0;12;"Cabourg";2009;3;2009-03-24;"15:55:00";"FLORTOT";60026287;83;0;0;0
0;0;12;"Cabourg";2009;3;2009-03-30;"14:40:00";"FLORTOT";60026480;89;0;0;0
0;0;12;"Cabourg";2009;4;2009-04-15;"13:25:00";"FLORTOT";60030499;105;0;0;0
100;0;12;"Cabourg";2009;4;2009-04-29;"15:30:00";"FLORTOT";60031009;119;100;2,00432137378264;1
0;0;12;"Cabourg";2009;5;2009-05-14;"14:00:00";"FLORTOT";60031593;134;0;0;0
0;0;12;"Cabourg";2009;5;2009-05-25;"14:05:00";"FLORTOT";60032608;145;0;0;0
0;0;12;"Cabourg";2009;6;2009-06-10;"11:30:00";"FLORTOT";60034383;161;0;0;0
0;0;12;"Cabourg";2009;6;2009-06-22;"13:05:00";"FLORTOT";60037043;173;0;0;0
0;0;12;"Cabourg";2009;7;2009-07-06;"12:25:00";"FLORTOT";60039182;187;0;0;0
0;0;12;"Cabourg";2009;7;2009-07-21;"11:50:00";"FLORTOT";60041141;202;0;0;0
0;0;12;"Cabourg";2009;7;2009-07-28;"14:45:00";"FLORTOT";60041874;209;0;0;0
0;0;12;"Cabourg";2009;8;2009-08-04;"12:20:00";"FLORTOT";60042844;216;0;0;0
0;0;12;"Cabourg";2009;8;2009-08-19;"12:16:00";"FLORTOT";60044223;231;0;0;0
0;0;12;"Cabourg";2009;9;2009-09-02;"11:05:00";"FLORTOT";60045064;245;0;0;0
0;0;12;"Cabourg";2009;9;2009-09-07;"12:25:00";"FLORTOT";60045290;250;0;0;0
0;0;12;"Cabourg";2009;9;2009-09-23;"14:00:00";"FLORTOT";60046584;266;0;0;0
0;0;12;"Cabourg";2009;10;2009-10-02;"11:15:00";"FLORTOT";60047145;275;0;0;0
0;0;12;"Cabourg";2009;10;2009-10-07;"11:45:00";"FLORTOT";60047460;280;0;0;0
0;0;12;"Cabourg";2009;10;2009-10-15;"10:20:00";"FLORTOT";60049206;288;0;0;0
0;0;12;"Cabourg";2009;10;2009-10-21;"12:05:00";"FLORTOT";60050030;294;0;0;0
0;0;12;"Cabourg";2009;11;2009-11-06;"12:40:00";"FLORTOT";60057960;310;0;0;0
0;0;12;"Cabourg";2009;11;2009-11-17;"11:05:00";"FLORTOT";60058362;321;0;0;0
0;0;12;"Cabourg";2009;12;2009-12-04;"13:00:00";"FLORTOT";60067040;338;0;0;0
0;0;12;"Cabourg";2009;12;2009-12-16;"09:40:00";"FLORTOT";60068320;350;0;0;0
0;0;12;"Cabourg";2010;1;2010-01-19;"12:30:00";"FLORTOT";60075321;19;0;0;0
0;0;12;"Cabourg";2010;2;2010-02-04;"14:45:00";"FLORTOT";60078520;35;0;0;0
0;0;12;"Cabourg";2010;2;2010-02-23;"15:40:00";"FLORTOT";60082920;54;0;0;0
0;0;12;"Cabourg";2010;3;2010-03-02;"12:30:00";"FLORTOT";60084628;61;0;0;0
0;0;12;"Cabourg";2010;3;2010-03-17;"10:50:00";"FLORTOT";60085625;76;0;0;0
0;0;12;"Cabourg";2010;4;2010-04-06;"17:10:00";"FLORTOT";60087745;96;0;0;0
0;0;12;"Cabourg";2010;4;2010-04-19;"14:15:00";"FLORTOT";60101740;109;0;0;0
0;0;12;"Cabourg";2010;5;2010-05-12;"10:45:00";"FLORTOT";60101743;132;0;0;0
0;0;12;"Cabourg";2010;5;2010-05-18;"14:03:00";"FLORTOT";60101790;138;0;0;0
0;0;12;"Cabourg";2010;6;2010-06-01;"14:30:00";"FLORTOT";60102125;152;0;0;0
0;0;12;"Cabourg";2010;6;2010-06-14;"13:35:00";"FLORTOT";60102141;165;0;0;0
0;0;12;"Cabourg";2010;6;2010-06-29;"13:30:00";"FLORTOT";60102636;180;0;0;0
0;0;12;"Cabourg";2010;7;2010-07-13;"13:30:00";"FLORTOT";60140145;194;0;0;0
0;0;12;"Cabourg";2010;7;2010-07-27;"12:14:00";"FLORTOT";60141580;208;0;0;0
400;0;12;"Cabourg";2010;8;2010-08-03;"16:00:00";"FLORTOT";60141620;215;400;2,60314437262018;4
100;0;12;"Cabourg";2010;8;2010-08-10;"11:40:00";"FLORTOT";60142584;222;100;2,00432137378264;1
0;0;12;"Cabourg";2010;8;2010-08-25;"12:40:00";"FLORTOT";60144909;237;0;0;0
0;0;12;"Cabourg";2010;9;2010-09-07;"11:12:00";"FLORTOT";60145893;250;0;0;0
0;0;12;"Cabourg";2010;10;2010-10-08;"12:05:00";"FLORTOT";60147861;281;0;0;0
0;0;12;"Cabourg";2010;10;2010-10-26;"14:20:00";"FLORTOT";60149591;299;0;0;0
0;0;12;"Cabourg";2010;11;2010-11-09;"10:55:00";"FLORTOT";60149967;313;0;0;0
0;0;12;"Cabourg";2010;11;2010-11-23;"12:10:00";"FLORTOT";60150526;327;0;0;0
0;0;12;"Cabourg";2010;12;2010-12-07;"10:30:00";"FLORTOT";60150950;341;0;0;0
0;0;12;"Cabourg";2011;1;2011-01-11;"13:45:00";"FLORTOT";60152172;11;0;0;0
0;0;12;"Cabourg";2011;2;2011-02-01;"10:15:00";"FLORTOT";60183508;32;0;0;0
0;0;12;"Cabourg";2011;2;2011-02-09;"14:00:00";"FLORTOT";60183800;40;0;0;0
0;0;12;"Cabourg";2011;2;2011-02-21;"11:33:00";"FLORTOT";60184348;52;0;0;0
0;0;12;"Cabourg";2011;3;2011-03-08;"13:00:00";"FLORTOT";60186926;67;0;0;0
0;0;12;"Cabourg";2011;3;2011-03-24;"13:45:00";"FLORTOT";60187593;83;0;0;0
0;0;12;"Cabourg";2011;4;2011-04-07;"15:10:00";"FLORTOT";60188525;97;0;0;0
0;0;12;"Cabourg";2011;4;2011-04-22;"12:20:00";"FLORTOT";60188896;112;0;0;0
0;0;12;"Cabourg";2011;5;2011-05-06;"14:45:00";"FLORTOT";60222370;126;0;0;0
200;0;12;"Cabourg";2011;5;2011-05-11;"17:45:00";"FLORTOT";60222344;131;200;2,30319605742049;2
0;0;12;"Cabourg";2011;6;2011-06-06;"16:20:00";"FLORTOT";60223179;157;0;0;0
0;0;12;"Cabourg";2011;6;2011-06-17;"12:15:00";"FLORTOT";60223744;168;0;0;0
0;0;12;"Cabourg";2011;7;2011-07-04;"14:30:00";"FLORTOT";60224337;185;0;0;0
400;0;12;"Cabourg";2011;7;2011-07-20;"15:40:00";"FLORTOT";60225094;201;400;2,60314437262018;4
800;0;12;"Cabourg";2011;8;2011-08-01;"14:00:00";"FLORTOT";60225603;213;800;2,90363251608424;8
0;0;12;"Cabourg";2011;8;2011-08-17;"14:45:00";"FLORTOT";60226043;229;0;0;0
0;0;12;"Cabourg";2011;9;2011-09-09;"12:30:00";"FLORTOT";60226921;252;0;0;0
0;0;12;"Cabourg";2011;9;2011-09-19;"15:00:00";"FLORTOT";60227131;262;0;0;0
0;0;12;"Cabourg";2011;10;2011-10-18;"14:30:00";"FLORTOT";60229661;291;0;0;0
0;0;12;"Cabourg";2011;11;2011-11-03;"16:10:00";"FLORTOT";60229666;307;0;0;0
0;0;12;"Cabourg";2011;11;2011-11-14;"12:00:00";"FLORTOT";60229908;318;0;0;0
0;0;12;"Cabourg";2011;12;2011-12-19;"16:10:00";"FLORTOT";60231363;353;0;0;0
0;0;12;"Cabourg";2012;1;2012-01-10;"11:45:00";"FLORTOT";60234272;10;0;0;0
0;0;12;"Cabourg";2012;1;2012-01-26;"11:30:00";"FLORTOT";60236168;26;0;0;0
0;0;12;"Cabourg";2012;2;2012-02-22;"10:00:00";"FLORTOT";60236717;53;0;0;0
200;0;12;"Cabourg";2012;3;2012-03-22;"08:50:00";"FLORTOT";60237942;82;200;2,30319605742049;2
0;0;12;"Cabourg";2012;4;2012-04-10;"15:00:00";"FLORTOT";60238808;101;0;0;0
0;0;12;"Cabourg";2012;4;2012-04-27;"13:56:00";"FLORTOT";60245263;118;0;0;0
0;0;12;"Cabourg";2012;5;2012-05-03;"09:00:00";"FLORTOT";60245296;124;0;0;0
0;0;12;"Cabourg";2012;5;2012-05-10;"12:35:00";"FLORTOT";60245758;131;0;0;0
0;0;12;"Cabourg";2012;5;2012-05-10;"13:00:00";"FLORTOT";60245757;131;0;0;0
0;0;12;"Cabourg";2012;5;2012-05-14;"16:40:00";"FLORTOT";60248932;135;0;0;0
0;0;12;"Cabourg";2012;5;2012-05-24;"13:00:00";"FLORTOT";60247888;145;0;0;0
0;0;12;"Cabourg";2012;5;2012-05-29;"17:05:00";"FLORTOT";60252749;150;0;0;0
0;0;12;"Cabourg";2012;6;2012-06-05;"12:55:00";"FLORTOT";60252848;157;0;0;0
0;0;12;"Cabourg";2012;6;2012-06-12;"15:45:00";"FLORTOT";60264951;164;0;0;0
0;0;12;"Cabourg";2012;6;2012-06-20;"12:45:00";"FLORTOT";60255509;172;0;0;0
0;0;12;"Cabourg";2012;6;2012-06-25;"13:08:00";"FLORTOT";60257209;177;0;0;0
0;0;12;"Cabourg";2012;7;2012-07-04;"13:20:00";"FLORTOT";60264032;186;0;0;0
0;0;12;"Cabourg";2012;7;2012-07-10;"14:40:00";"FLORTOT";60264888;192;0;0;0
0;0;12;"Cabourg";2012;7;2012-07-17;"09:55:00";"FLORTOT";60264909;199;0;0;0
0;0;12;"Cabourg";2012;7;2012-07-23;"12:35:00";"FLORTOT";60264928;205;0;0;0
0;0;12;"Cabourg";2012;7;2012-07-31;"11:10:00";"FLORTOT";60266958;213;0;0;0
0;0;12;"Cabourg";2012;8;2012-08-06;"12:20:00";"FLORTOT";60273548;219;0;0;0
0;0;12;"Cabourg";2012;8;2012-08-08;"14:40:00";"FLORTOT";60266966;221;0;0;0
0;0;12;"Cabourg";2012;8;2012-08-14;"09:30:00";"FLORTOT";60268348;227;0;0;0
0;0;12;"Cabourg";2012;8;2012-08-22;"13:40:00";"FLORTOT";60271988;235;0;0;0
0;0;12;"Cabourg";2012;8;2012-08-29;"09:35:00";"FLORTOT";60279330;242;0;0;0
600;0;12;"Cabourg";2012;9;2012-09-06;"15:40:00";"FLORTOT";60281069;250;600;2,77887447200274;6
0;0;12;"Cabourg";2012;9;2012-09-14;"09:40:00";"FLORTOT";60282268;258;0;0;0
0;0;12;"Cabourg";2012;9;2012-09-20;"12:55:00";"FLORTOT";60283188;264;0;0;0
0;0;12;"Cabourg";2012;10;2012-10-04;"15:00:00";"FLORTOT";60286069;278;0;0;0
0;0;12;"Cabourg";2012;10;2012-10-18;"13:15:00";"FLORTOT";60293568;292;0;0;0
0;0;12;"Cabourg";2012;10;2012-10-30;"10:05:00";"FLORTOT";60293589;304;0;0;0
0;0;12;"Cabourg";2012;11;2012-11-07;"15:15:00";"FLORTOT";60294291;312;0;0;0
0;0;12;"Cabourg";2012;11;2012-11-15;"11:30:00";"FLORTOT";60306388;320;0;0;0
0;0;12;"Cabourg";2012;11;2012-11-30;"10:45:00";"FLORTOT";60311728;335;0;0;0
0;0;12;"Cabourg";2012;12;2012-12-17;"13:30:00";"FLORTOT";60322328;352;0;0;0
0;0;12;"Cabourg";2013;1;2013-01-03;"13:25:00";"FLORTOT";60327738;3;0;0;0
0;0;12;"Cabourg";2013;1;2013-01-17;"13:30:00";"FLORTOT";60332008;17;0;0;0
0;0;12;"Cabourg";2013;2;2013-02-11;"11:35:00";"FLORTOT";60337308;42;0;0;0
0;0;12;"Cabourg";2013;2;2013-02-18;"15:32:00";"FLORTOT";60339035;49;0;0;0
0;0;12;"Cabourg";2013;2;2013-02-28;"11:20:00";"FLORTOT";60349708;59;0;0;0
0;0;12;"Cabourg";2013;3;2013-03-04;"14:20:00";"FLORTOT";60344908;63;0;0;0
0;0;12;"Cabourg";2013;4;2013-04-23;"10:36:00";"FLORTOT";60352608;113;0;0;0
0;0;12;"Cabourg";2013;5;2013-05-07;"09:45:00";"FLORTOT";60355909;127;0;0;0
0;0;12;"Cabourg";2013;6;2013-06-07;"10:40:00";"FLORTOT";60371928;158;0;0;0
0;0;12;"Cabourg";2013;6;2013-06-25;"12:50:00";"FLORTOT";60377908;176;0;0;0
0;0;12;"Cabourg";2013;7;2013-07-08;"12:10:00";"FLORTOT";60383968;189;0;0;0
0;0;12;"Cabourg";2013;7;2013-07-29;"15:30:00";"FLORTOT";60392908;210;0;0;0
2200;0;12;"Cabourg";2013;8;2013-08-06;"10:30:00";"FLORTOT";60395068;218;2200;3,34262004255335;22
0;0;12;"Cabourg";2013;8;2013-08-23;"11:15:00";"FLORTOT";60399760;235;0;0;0
0;0;12;"Cabourg";2013;9;2013-09-03;"11:15:00";"FLORTOT";60406129;246;0;0;0
0;0;12;"Cabourg";2013;9;2013-09-19;"12:35:00";"FLORTOT";60412655;262;0;0;0
0;0;12;"Cabourg";2013;10;2013-10-08;"12:05:00";"FLORTOT";60418949;281;0;0;0
0;0;12;"Cabourg";2013;10;2013-10-22;"13:30:00";"FLORTOT";60424892;295;0;0;0
0;0;12;"Cabourg";2013;11;2013-11-27;"16:20:00";"FLORTOT";60437090;331;0;0;0
0;0;12;"Cabourg";2013;12;2013-12-17;"11:35:00";"FLORTOT";60446157;351;0;0;0
0;0;12;"Cabourg";2014;1;2014-01-08;"14:20:00";"FLORTOT";60450609;8;0;0;0
0;0;12;"Cabourg";2014;2;2014-02-04;"12:30:00";"FLORTOT";60457469;35;0;0;0
0;0;12;"Cabourg";2014;2;2014-02-17;"12:00:00";"FLORTOT";60462272;48;0;0;0
0;0;12;"Cabourg";2014;3;2014-03-06;"13:00:00";"FLORTOT";60467708;65;0;0;0
0;0;12;"Cabourg";2014;3;2014-03-18;"11:40:00";"FLORTOT";60472288;77;0;0;0
0;0;12;"Cabourg";2014;4;2014-04-01;"11:51:00";"FLORTOT";60475270;91;0;0;0
0;0;12;"Cabourg";2014;4;2014-04-22;"10:10:00";"FLORTOT";60475878;112;0;0;0
0;0;12;"Cabourg";2014;5;2014-05-05;"15:05:00";"FLORTOT";60476030;125;0;0;0
0;0;12;"Cabourg";2014;5;2014-05-19;"13:30:00";"FLORTOT";60476876;139;0;0;0
0;0;12;"Cabourg";2014;6;2014-06-03;"14:00:00";"FLORTOT";60476981;154;0;0;0
0;0;12;"Cabourg";2014;6;2014-06-24;"14:00:00";"FLORTOT";60477769;175;0;0;0
0;0;12;"Cabourg";2014;7;2014-07-01;"11:55:00";"FLORTOT";60478086;182;0;0;0
0;0;12;"Cabourg";2014;7;2014-07-15;"13:30:00";"FLORTOT";60484930;196;0;0;0
0;0;12;"Cabourg";2014;8;2014-08-01;"14:28:00";"FLORTOT";60485682;213;0;0;0
100;0;12;"Cabourg";2014;8;2014-08-12;"12:35:00";"FLORTOT";60486027;224;100;2,00432137378264;1
200;0;12;"Cabourg";2014;9;2014-09-01;"14:56:00";"FLORTOT";60486810;244;200;2,30319605742049;2
200;0;12;"Cabourg";2014;9;2014-09-22;"10:45:00";"FLORTOT";60491022;265;200;2,30319605742049;2
0;0;12;"Cabourg";2014;10;2014-10-14;"14:35:00";"FLORTOT";60492095;287;0;0;0
0;0;12;"Cabourg";2014;10;2014-10-24;"13:00:00";"FLORTOT";60492352;297;0;0;0
0;0;12;"Cabourg";2014;11;2014-11-12;"12:30:00";"FLORTOT";60493453;316;0;0;0
0;0;12;"Cabourg";2014;12;2014-12-09;"11:44:00";"FLORTOT";60494168;343;0;0;0
0;0;12;"Cabourg";2015;1;2015-01-06;"10:45:00";"FLORTOT";60497106;6;0;0;0
0;0;12;"Cabourg";2015;1;2015-01-23;"11:35:00";"FLORTOT";60511391;23;0;0;0
0;0;12;"Cabourg";2015;2;2015-02-11;"14:13:00";"FLORTOT";60512014;42;0;0;0
0;0;12;"Cabourg";2015;2;2015-02-26;"14:40:00";"FLORTOT";60512415;57;0;0;0
0;0;12;"Cabourg";2015;3;2015-03-23;"11:43:00";"FLORTOT";60520643;82;0;0;0
0;0;12;"Cabourg";2015;4;2015-04-03;"10:45:00";"FLORTOT";60521057;93;0;0;0
0;0;12;"Cabourg";2015;4;2015-04-24;"15:05:00";"FLORTOT";60521696;114;0;0;0
0;0;12;"Cabourg";2015;5;2015-05-07;"12:15:00";"FLORTOT";60521978;127;0;0;0
0;0;12;"Cabourg";2015;5;2015-05-21;"12:51:00";"FLORTOT";60522696;141;0;0;0
0;0;12;"Cabourg";2015;6;2015-06-03;"11:40:00";"FLORTOT";60523173;154;0;0;0
0;0;12;"Cabourg";2015;6;2015-06-18;"11:25:00";"FLORTOT";60523523;169;0;0;0
0;0;12;"Cabourg";2015;7;2015-07-03;"12:15:00";"FLORTOT";60523848;184;0;0;0
0;0;12;"Cabourg";2015;7;2015-07-17;"11:35:00";"FLORTOT";60524428;198;0;0;0
0;0;12;"Cabourg";2015;8;2015-08-07;"15:24:00";"FLORTOT";60525454;219;0;0;0
0;0;12;"Cabourg";2015;8;2015-08-19;"13:25:00";"FLORTOT";60526638;231;0;0;0
0;0;12;"Cabourg";2015;9;2015-09-01;"12:30:00";"FLORTOT";60526685;244;0;0;0
0;0;12;"Cabourg";2015;9;2015-09-17;"12:30:00";"FLORTOT";60527515;260;0;0;0
0;0;12;"Cabourg";2015;10;2015-10-05;"15:30:00";"FLORTOT";60529563;278;0;0;0
0;0;12;"Cabourg";2015;10;2015-10-19;"15:10:00";"FLORTOT";60534170;292;0;0;0
0;0;12;"Cabourg";2015;11;2015-11-02;"15:20:00";"FLORTOT";60535498;306;0;0;0
0;0;12;"Cabourg";2015;12;2015-12-02;"14:30:00";"FLORTOT";60536447;336;0;0;0
0;0;12;"Cabourg";2015;12;2015-12-14;"14:30:00";"FLORTOT";60537259;348;0;0;0
0;0;12;"Cabourg";2016;1;2016-01-26;"13:56:00";"FLORTOT";60539157;26;0;0;0
0;0;12;"Cabourg";2016;2;2016-02-11;"13:56:00";"FLORTOT";60539688;42;0;0;0
0;0;12;"Cabourg";2016;2;2016-02-25;"12:00:00";"FLORTOT";60540966;56;0;0;0
0;0;12;"Cabourg";2016;3;2016-03-01;"14:20:00";"FLORTOT";60541000;61;0;0;0
0;0;12;"Cabourg";2016;3;2016-03-24;"11:50:00";"FLORTOT";60543653;84;0;0;0
0;0;12;"Cabourg";2016;4;2016-04-11;"14:00:00";"FLORTOT";60547135;102;0;0;0
0;0;12;"Cabourg";2016;4;2016-04-27;"15:30:00";"FLORTOT";60553601;118;0;0;0
0;0;12;"Cabourg";2016;5;2016-05-10;"12:00:00";"FLORTOT";60553959;131;0;0;0
200;0;12;"Cabourg";2016;5;2016-05-23;"11:30:00";"FLORTOT";60557479;144;200;2,30319605742049;2
0;0;12;"Cabourg";2016;6;2016-06-08;"15:15:00";"FLORTOT";60556758;160;0;0;0
