"Dinophysis";"Dinophysis + phalacroma";"Dinophysis acuminata";"Dinophysis caudata";"Dinophysis tripos";"Dinophysis acuta";"Dinophysis sacculus";"Dinophysis fortii";"Dinophysis hastata + odiosa";"Code.Region";"Code_point_Libelle";"Year";"Month";"Date";"Heure";"Code.parametre";"Longitude";"Latitude";"ID.interne.passage";"Day";"Dinophysis_genus";"log_c";"true_count"
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;7;2011-07-12;"15:32:00";"FLORTOT";-3,041866;48,828709;60224736;193;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;7;2011-07-25;"15:25:00";"FLORTOT";-3,041866;48,828709;60225282;206;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;8;2011-08-08;"15:05:00";"FLORTOT";-3,041866;48,828709;60226004;220;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;8;2011-08-22;"11:00:00";"FLORTOT";-3,041866;48,828709;60226692;234;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;9;2011-09-05;"11:05:00";"FLORTOT";-3,041866;48,828709;60226874;248;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;9;2011-09-20;"10:22:00";"FLORTOT";-3,041866;48,828709;60227315;263;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;10;2011-10-17;"10:30:00";"FLORTOT";-3,041866;48,828709;60229650;290;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;11;2011-11-03;"11:14:00";"FLORTOT";-3,041866;48,828709;60229760;307;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;11;2011-11-15;"10:08:00";"FLORTOT";-3,041866;48,828709;60230480;319;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2011;12;2011-12-20;"13:57:00";"FLORTOT";-3,041866;48,828709;60231488;354;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;1;2012-01-02;"13:20:00";"FLORTOT";-3,041866;48,828709;60231937;2;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;1;2012-01-17;"11:11:00";"FLORTOT";-3,041866;48,828709;60235685;17;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;1;2012-01-30;"11:07:00";"FLORTOT";-3,041866;48,828709;60236131;30;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;2;2012-02-14;"11:05:00";"FLORTOT";-3,041866;48,828709;60236563;45;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;2;2012-02-27;"11:00:00";"FLORTOT";-3,041866;48,828709;60236950;58;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;3;2012-03-12;"11:15:00";"FLORTOT";-3,041866;48,828709;60237382;72;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;3;2012-03-27;"11:08:00";"FLORTOT";-3,041866;48,828709;60237768;87;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;4;2012-04-17;"15:50:00";"FLORTOT";-3,041866;48,828709;60243256;108;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;4;2012-04-30;"13:42:00";"FLORTOT";-3,041866;48,828709;60245255;121;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;5;2012-05-14;"13:45:00";"FLORTOT";-3,041866;48,828709;60248962;135;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;5;2012-05-29;"14:20:00";"FLORTOT";-3,041866;48,828709;60249911;150;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;6;2012-06-12;"13:40:00";"FLORTOT";-3,041866;48,828709;60253629;164;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;6;2012-06-26;"10:40:00";"FLORTOT";-3,041866;48,828709;60258148;178;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;7;2012-07-09;"11:20:00";"FLORTOT";-3,041866;48,828709;60262294;191;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;7;2012-07-24;"11:45:00";"FLORTOT";-3,041866;48,828709;60265290;206;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;8;2012-08-06;"11:04:00";"FLORTOT";-3,041866;48,828709;60266769;219;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;8;2012-08-21;"11:08:00";"FLORTOT";-3,041866;48,828709;60270228;234;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;9;2012-09-04;"10:20:00";"FLORTOT";-3,041866;48,828709;60280950;248;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;10;2012-10-08;"10:26:00";"FLORTOT";-3,041866;48,828709;60287928;282;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;10;2012-10-23;"12:15:00";"FLORTOT";-3,041866;48,828709;60291548;297;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;11;2012-11-06;"09:02:00";"FLORTOT";-3,041866;48,828709;60294350;311;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;11;2012-11-19;"11:48:00";"FLORTOT";-3,041866;48,828709;60301230;324;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;12;2012-12-03;"08:58:00";"FLORTOT";-3,041866;48,828709;60310128;338;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2012;12;2012-12-18;"11:32:00";"FLORTOT";-3,041866;48,828709;60324849;353;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;1;2013-01-08;"13:47:00";"FLORTOT";-3,041866;48,828709;60329468;8;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;1;2013-01-21;"15:56:00";"FLORTOT";-3,041866;48,828709;60332970;21;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;2;2013-02-18;"12:05:00";"FLORTOT";-3,041866;48,828709;60339828;49;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;3;2013-03-05;"11:09:00";"FLORTOT";-3,041866;48,828709;60342728;64;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;3;2013-03-18;"11:55:00";"FLORTOT";-3,041866;48,828709;60348199;77;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;4;2013-04-03;"11:53:00";"FLORTOT";-3,041866;48,828709;60350338;93;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;4;2013-04-16;"11:25:00";"FLORTOT";-3,041866;48,828709;60351709;106;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;4;2013-04-29;"11:40:00";"FLORTOT";-3,041866;48,828709;60355228;119;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;5;2013-05-13;"09:07:00";"FLORTOT";-3,041866;48,828709;60359608;133;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;5;2013-05-28;"11:30:00";"FLORTOT";-3,041866;48,828709;60365269;148;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;6;2013-06-11;"10:43:00";"FLORTOT";-3,041866;48,828709;60375928;162;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;6;2013-06-18;"15:36:00";"FLORTOT";-3,041866;48,828709;60375848;169;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;7;2013-07-01;"13:37:00";"FLORTOT";-3,041866;48,828709;60385729;182;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;7;2013-07-15;"11:05:00";"FLORTOT";-3,041866;48,828709;60387908;196;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;7;2013-07-30;"13:38:00";"FLORTOT";-3,041866;48,828709;60392333;211;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;8;2013-08-13;"10:19:00";"FLORTOT";-3,041866;48,828709;60396768;225;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;8;2013-08-27;"10:13:00";"FLORTOT";-3,041866;48,828709;60405288;239;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;9;2013-09-09;"10:09:00";"FLORTOT";-3,041866;48,828709;60407230;252;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;9;2013-09-24;"10:41:00";"FLORTOT";-3,041866;48,828709;60416528;267;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;10;2013-10-15;"15:53:00";"FLORTOT";-3,041866;48,828709;60423090;288;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;10;2013-10-29;"13:45:00";"FLORTOT";-3,041866;48,828709;60426548;302;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;11;2013-11-12;"14:02:00";"FLORTOT";-3,041866;48,828709;60431188;316;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;11;2013-11-26;"10:10:00";"FLORTOT";-3,041866;48,828709;60437888;330;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2013;12;2013-12-09;"10:54:00";"FLORTOT";-3,041866;48,828709;60442337;343;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;1;2014-01-06;"10:17:00";"FLORTOT";-3,041866;48,828709;60450371;6;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;1;2014-01-21;"10:10:00";"FLORTOT";-3,041866;48,828709;60453229;21;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;2;2014-02-10;"14:16:00";"FLORTOT";-3,041866;48,828709;60461048;41;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;2;2014-02-24;"11:45:00";"FLORTOT";-3,041866;48,828709;60464010;55;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;3;2014-03-10;"13:40:00";"FLORTOT";-3,041866;48,828709;60470068;69;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;3;2014-03-24;"10:00:00";"FLORTOT";-3,041866;48,828709;60473509;83;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;4;2014-04-07;"11:00:00";"FLORTOT";-3,041866;48,828709;60475412;97;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;4;2014-04-22;"11:19:00";"FLORTOT";-3,041866;48,828709;60475817;112;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;5;2014-05-06;"11:11:00";"FLORTOT";-3,041866;48,828709;60476045;126;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;5;2014-05-20;"11:13:00";"FLORTOT";-3,041866;48,828709;60476697;140;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;6;2014-06-03;"10:35:00";"FLORTOT";-3,041866;48,828709;60477013;154;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;6;2014-06-24;"16:02:00";"FLORTOT";-3,041866;48,828709;60477765;175;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;7;2014-07-07;"13:50:00";"FLORTOT";-3,041866;48,828709;60484985;188;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;7;2014-07-21;"14:10:00";"FLORTOT";-3,041866;48,828709;60485272;202;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;8;2014-08-04;"11:20:00";"FLORTOT";-3,041866;48,828709;60485703;216;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;8;2014-08-18;"11:36:00";"FLORTOT";-3,041866;48,828709;60486142;230;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;9;2014-09-15;"10:36:00";"FLORTOT";-3,041866;48,828709;60491470;258;0;0;0
0;0;100;0;0;0;0;0;0;13;"Loguivy";2014;9;2014-09-30;"11:06:00";"FLORTOT";-3,041866;48,828709;60491921;273;100;2,00432137378264;1
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;10;2014-10-14;"10:20:00";"FLORTOT";-3,041866;48,828709;60492066;287;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;10;2014-10-28;"10:31:00";"FLORTOT";-3,041866;48,828709;60493088;301;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;11;2014-11-18;"14:12:00";"FLORTOT";-3,041866;48,828709;60493535;322;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2014;12;2014-12-15;"10:52:00";"FLORTOT";-3,041866;48,828709;60496603;349;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;1;2015-01-13;"10:07:00";"FLORTOT";-3,041866;48,828709;60507027;13;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;1;2015-01-26;"10:45:00";"FLORTOT";-3,041866;48,828709;60511643;26;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;2;2015-02-10;"10:08:00";"FLORTOT";-3,041866;48,828709;60511963;41;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;2;2015-02-23;"10:05:00";"FLORTOT";-3,041866;48,828709;60515509;54;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;3;2015-03-10;"09:10:00";"FLORTOT";-3,041866;48,828709;60515758;69;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;3;2015-03-23;"09:18:00";"FLORTOT";-3,041866;48,828709;60520646;82;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;4;2015-04-13;"14:06:00";"FLORTOT";-3,041866;48,828709;60521841;103;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;4;2015-04-27;"13:44:00";"FLORTOT";-3,041866;48,828709;60521849;117;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;5;2015-05-11;"11:47:00";"FLORTOT";-3,041866;48,828709;60522760;131;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;6;2015-06-22;"10:10:00";"FLORTOT";-3,041866;48,828709;60523602;173;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;7;2015-07-06;"10:33:00";"FLORTOT";-3,041866;48,828709;60524304;187;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;7;2015-07-21;"10:20:00";"FLORTOT";-3,041866;48,828709;60524566;202;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;8;2015-08-11;"15:55:00";"FLORTOT";-3,041866;48,828709;60525438;223;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;8;2015-08-25;"14:20:00";"FLORTOT";-3,041866;48,828709;60526573;237;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;9;2015-09-08;"14:16:00";"FLORTOT";-3,041866;48,828709;60527153;251;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;9;2015-09-22;"11:40:00";"FLORTOT";-3,041866;48,828709;60527751;265;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;10;2015-10-05;"11:15:00";"FLORTOT";-3,041866;48,828709;60528719;278;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;10;2015-10-19;"10:10:00";"FLORTOT";-3,041866;48,828709;60534227;292;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;11;2015-11-02;"10:50:00";"FLORTOT";-3,041866;48,828709;60535503;306;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;11;2015-11-16;"09:15:00";"FLORTOT";-3,041866;48,828709;60535856;320;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;12;2015-12-01;"10:05:00";"FLORTOT";-3,041866;48,828709;60536322;335;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2015;12;2015-12-21;"13:47:00";"FLORTOT";-3,041866;48,828709;60537651;355;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;1;2016-01-04;"13:35:00";"FLORTOT";-3,041866;48,828709;60539035;4;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;1;2016-01-18;"13:40:00";"FLORTOT";-3,041866;48,828709;60539671;18;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;2;2016-02-16;"14:20:00";"FLORTOT";-3,041866;48,828709;60540595;47;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;2;2016-02-29;"10:20:00";"FLORTOT";-3,041866;48,828709;60565654;60;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;3;2016-03-15;"10:45:00";"FLORTOT";-3,041866;48,828709;60543315;75;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;4;2016-04-11;"11:13:00";"FLORTOT";-3,041866;48,828709;60552989;102;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;4;2016-04-26;"10:00:00";"FLORTOT";-3,041866;48,828709;60553635;117;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;5;2016-05-17;"14:10:00";"FLORTOT";-3,041866;48,828709;60554548;138;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;5;2016-05-30;"14:05:00";"FLORTOT";-3,041866;48,828709;60555828;151;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;6;2016-06-13;"14:00:00";"FLORTOT";-3,041866;48,828709;60555821;165;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;6;2016-06-27;"11:30:00";"FLORTOT";-3,041866;48,828709;60556620;179;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;7;2016-07-12;"13:45:00";"FLORTOT";-3,041866;48,828709;60557749;194;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;7;2016-07-25;"10:00:00";"FLORTOT";-3,041866;48,828709;60557764;207;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;8;2016-08-08;"11:20:00";"FLORTOT";-3,041866;48,828709;60558152;221;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;8;2016-08-22;"09:50:00";"FLORTOT";-3,041866;48,828709;60558933;235;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;9;2016-09-06;"11:30:00";"FLORTOT";-3,041866;48,828709;60562427;250;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;9;2016-09-27;"15:50:00";"FLORTOT";-3,041866;48,828709;60560983;271;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;10;2016-10-10;"13:55:00";"FLORTOT";-3,041866;48,828709;60561695;284;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;10;2016-10-24;"13:36:00";"FLORTOT";-3,041866;48,828709;60562320;298;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;11;2016-11-08;"10:50:00";"FLORTOT";-3,041866;48,828709;60564124;313;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;11;2016-11-21;"11:20:00";"FLORTOT";-3,041866;48,828709;60563250;326;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;12;2016-12-05;"09:15:00";"FLORTOT";-3,041866;48,828709;60564085;340;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2016;12;2016-12-19;"11:15:00";"FLORTOT";-3,041866;48,828709;60564727;354;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;1;2017-01-04;"11:42:00";"FLORTOT";-3,041866;48,828709;60565566;4;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;1;2017-01-16;"10:15:00";"FLORTOT";-3,041866;48,828709;60566146;16;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;2;2017-02-06;"13:50:00";"FLORTOT";-3,041866;48,828709;60566724;37;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;2;2017-02-20;"13:30:00";"FLORTOT";-3,041866;48,828709;60580774;51;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;3;2017-03-20;"11:30:00";"FLORTOT";-3,041866;48,828709;60581819;79;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;4;2017-04-04;"11:44:00";"FLORTOT";-3,041866;48,828709;60596381;94;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;4;2017-04-18;"10:19:00";"FLORTOT";-3,041866;48,828709;60596802;108;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;5;2017-05-02;"10:30:00";"FLORTOT";-3,041866;48,828709;60597126;122;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;5;2017-05-16;"09:50:00";"FLORTOT";-3,041866;48,828709;60601913;136;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;6;2017-06-07;"17:20:00";"FLORTOT";-3,041866;48,828709;60603617;158;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;6;2017-06-19;"13:40:00";"FLORTOT";-3,041866;48,828709;60605391;170;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;7;2017-07-03;"13:45:00";"FLORTOT";-3,041866;48,828709;60605699;184;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;7;2017-07-17;"11:35:00";"FLORTOT";-3,041866;48,828709;60608055;198;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;7;2017-07-31;"11:40:00";"FLORTOT";-3,041866;48,828709;60608850;212;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;8;2017-08-16;"13:55:00";"FLORTOT";-3,041866;48,828709;60609668;228;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;8;2017-08-28;"10:15:00";"FLORTOT";-3,041866;48,828709;60610115;240;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;9;2017-09-25;"09:35:00";"FLORTOT";-3,041866;48,828709;60611975;268;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;10;2017-10-16;"15:35:00";"FLORTOT";-3,041866;48,828709;60627256;289;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;10;2017-10-30;"14:20:00";"FLORTOT";-3,041866;48,828709;60627565;303;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;11;2017-11-13;"14:25:00";"FLORTOT";-3,041866;48,828709;60628476;317;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;11;2017-11-27;"11:10:00";"FLORTOT";-3,041866;48,828709;60629118;331;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;12;2017-12-12;"13:41:00";"FLORTOT";-3,041866;48,828709;60630081;346;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2017;12;2017-12-26;"11:47:00";"FLORTOT";-3,041866;48,828709;60630786;360;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;1;2018-01-08;"11:15:00";"FLORTOT";-3,041866;48,828709;60631462;8;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;1;2018-01-23;"11:23:00";"FLORTOT";-3,041866;48,828709;60633386;23;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;2;2018-02-05;"11:12:00";"FLORTOT";-3,041866;48,828709;60640150;36;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;2;2018-02-19;"10:45:00";"FLORTOT";-3,041866;48,828709;60647137;50;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;3;2018-03-12;"14:45:00";"FLORTOT";-3,041866;48,828709;60651012;71;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;3;2018-03-27;"16:20:00";"FLORTOT";-3,041866;48,828709;60651828;86;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;4;2018-04-10;"14:28:00";"FLORTOT";-3,041866;48,828709;60652913;100;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;4;2018-04-23;"11:45:00";"FLORTOT";-3,041866;48,828709;60654397;113;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;5;2018-05-07;"11:20:00";"FLORTOT";-3,041866;48,828709;60655438;127;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;5;2018-05-22;"14:07:00";"FLORTOT";-3,041866;48,828709;60663656;142;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;6;2018-06-04;"11:35:00";"FLORTOT";-3,041866;48,828709;60664229;155;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;6;2018-06-19;"10:54:00";"FLORTOT";-3,041866;48,828709;60664648;170;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;7;2018-07-03;"11:35:00";"FLORTOT";-3,041866;48,828709;60665994;184;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;7;2018-07-16;"10:35:00";"FLORTOT";-3,041866;48,828709;60667722;197;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;8;2018-08-06;"13:15:00";"FLORTOT";-3,041866;48,828709;60668300;218;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;8;2018-08-21;"14:45:00";"FLORTOT";-3,041866;48,828709;60669036;233;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;9;2018-09-03;"11:20:00";"FLORTOT";-3,041866;48,828709;60670240;246;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;9;2018-09-18;"14:15:00";"FLORTOT";-3,041866;48,828709;60672281;261;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;10;2018-10-01;"10:45:00";"FLORTOT";-3,041866;48,828709;60673472;274;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;10;2018-10-16;"11:55:00";"FLORTOT";-3,041866;48,828709;60674861;289;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;11;2018-11-12;"09:35:00";"FLORTOT";-3,041866;48,828709;60677676;316;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;11;2018-11-26;"09:38:00";"FLORTOT";-3,041866;48,828709;60678590;330;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;12;2018-12-03;"14:15:00";"FLORTOT";-3,041866;48,828709;60679367;337;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2018;12;2018-12-31;"13:41:00";"FLORTOT";-3,041866;48,828709;60682283;365;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2019;1;2019-01-14;"10:15:00";"FLORTOT";-3,041866;48,828709;60683342;14;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2019;1;2019-01-30;"14:00:00";"FLORTOT";-3,041866;48,828709;60686006;30;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2019;2;2019-02-12;"10:31:00";"FLORTOT";-3,041866;48,828709;60693872;43;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2019;2;2019-02-25;"10:30:00";"FLORTOT";-3,041866;48,828709;60694807;56;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2019;3;2019-03-11;"10:00:00";"FLORTOT";-3,041866;48,828709;60695751;70;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2019;3;2019-03-26;"10:30:00";"FLORTOT";-3,041866;48,828709;60698223;85;0;0;0
0;0;0;0;0;0;0;0;0;13;"Loguivy";2019;4;2019-04-08;"10:00:00";"FLORTOT";-3,041866;48,828709;60700193;98;0;0;0
