"Code_point_Libelle";"Date";"Prelevement.niveau";"Profondeur.metre";"Mesure_Unite";"Mesure_Symbole";"Qualite.prelevement";"Qualite.resultat";"ID.interne.prelevement";"ID.interne.passage";"Date.validation";"Month";"Year";"Day";"Week";"Fortnight";"Allo";"Anth";"Asta";"But-fuco";"Cantha";"Chlide-a";"Chlide-b";"CHLOROA";"CHLOROB";"CHLOROC2";"CHLOROC3";"C-neo";"Diadino";"Diato";"Dino";"DVCHLOROA";"Fuco";"Hex-fuco";"Lut";"Peri";"Phe-a";"Pheide-a";"Pras";"Viola";"Zea"
"Point 1 Boulogne";2017-03-30;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60745018;60588761;"29/04/2019";3;2017;89;13;7;0;0;0;0;0;0;0;4,898;0;0,417;0,062;0;0,18;0;0;0;2,75;0,02;0;0;0,175;0,237;0;0;0
"Point 1 Boulogne";2017-04-13;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60756046;60595459;"29/04/2019";4;2017;103;15;8;0;0;0;0;0;0;0;1,739;0;0,266;0,173;0;0,065;0,011;0;0;0,743;0;0;0;0;0;0;0;0
"Point 1 Boulogne";2017-04-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60757572;60596813;"15/02/2018";4;2017;114;17;9;0;0;0;0;0;0;0;3,141;0;0,534;0,664;0;0,128;0;0;0;1,238;0,037;0;0;0;0;0,055;0;0
"Point 1 Boulogne";2017-05-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60759285;60598035;"15/02/2018";5;2017;129;19;10;0;0;0;0;0;0;0;2,393;0;0,366;0,477;0;0,127;0;0;0;1,186;0,047;0;0;0;0;0,085;0;0
"Point 1 Boulogne";2017-05-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60790957;60601807;"15/02/2018";5;2017;136;20;10;0;0;0;0;0;0;0;0,815;0;0,108;0,044;0;0,108;0,007;0;0;0,511;0;0;0,049;0;0,037;0;0;0
"Point 1 Boulogne";2017-05-23;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60792890;60602900;"15/02/2018";5;2017;143;21;11;0;0;0;0;0;0;0;1,576;0;0,267;0,138;0;0,155;0;0;0;0,746;0,046;0;0,414;0;0,123;0,025;0;0
"Point 1 Boulogne";2017-05-31;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60793524;60603198;"15/02/2018";5;2017;151;22;11;0,026;0;0;0;0;0;0;1,253;0,034;0,181;0,052;0;0,118;0,01;0;0;0,449;0,042;0;0,346;0;0,057;0,017;0;0,028
"Point 1 Boulogne";2017-06-14;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60795472;60603840;"15/02/2018";6;2017;165;24;12;0,025;0;0;0;0;0;0;1,098;0,035;0,169;0,022;0;0,08;0,015;0;0;0,539;0;0;0,092;0,038;0,084;0;0;0,015
"Point 1 Boulogne";2017-06-28;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60800674;60608018;"15/02/2018";6;2017;179;26;13;0,021;0;0;0;0;0;0;2,007;0,115;0,287;0,07;0;0,094;0,006;0;0;0,954;0,055;0;0,03;0,04;0,061;0,024;0;0,017
"Point 1 Boulogne";2017-07-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60797414;60605416;"15/02/2018";7;2017;192;28;14;0,028;0;0;0;0;0;0;2,584;0,203;0,372;0,153;0;0,126;0,019;0;0;1,387;0,034;0;0,053;0,049;0,08;0,032;0,005;0,018
"Point 1 Boulogne";2017-07-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60801048;60608247;"15/02/2018";7;2017;206;30;15;0,061;0;0;0;0;0;0;2,686;0,389;0,358;0,129;0;0,208;0,019;0;0;1,374;0,096;0;0,077;0,054;0,097;0,062;0;0,044
"Point 1 Boulogne";2017-08-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60804515;60609264;"15/02/2018";8;2017;220;32;16;0,053;0;0;0;0;0;0;1,861;0,377;0,182;0,056;0,022;0,108;0;0;0;0,578;0,047;0;0,102;0,046;0,039;0,065;0,015;0,046
"Point 1 Boulogne";2017-08-23;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60809298;60609890;"15/02/2018";8;2017;235;34;17;0,028;0;0;0;0;0;0;1,917;0,149;0,186;0,083;0;0,126;0,006;0;0;0,897;0,025;0;0,042;0,054;0,055;0,025;0,005;0,025
"Point 1 Boulogne";2017-09-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60811140;60610621;"15/02/2018";9;2017;250;36;18;0,136;0;0;0;0;0;0;1,666;0,395;0,161;0,075;0,022;0,061;0;0;0;0,404;0,067;0;0,041;0,06;0,043;0,105;0,017;0,04
"Point 1 Boulogne";2017-09-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60814718;60611754;"29/04/2019";9;2017;265;38;19;0,05;0,011;0,235;0,005;0;0;0;2,513;0;0,273;0,175;0,027;0;0,01;0;0;1,169;0,007;0;0;0,086;0,05;0,009;0;0,005
"Point 1 Boulogne";2017-10-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60817767;60612509;"29/04/2019";10;2017;277;40;20;0,069;0;0,011;0,006;0;0;0;1,826;0,063;0,137;0,05;0;0,056;0;0;0;0,772;0,01;0;0;0,046;0,144;0,017;0;0,01
"Point 1 Boulogne";2017-10-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60847107;60627039;"29/04/2019";10;2017;289;42;21;0,077;0;0;0;0;0;0;2,744;0,057;0,188;0,046;0;0,119;0,01;0;0;1,296;0;0;0,054;0,077;0,171;0;0;0,006
"Point 1 Boulogne";2017-11-08;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60848696;60627904;"29/04/2019";11;2017;312;45;23;0,023;0;0,236;0,005;0;0;0;2,05;0,046;0,131;0,058;0,008;0;0,006;0,004;0;0,949;0,012;0;0;0,05;0,08;0,018;0,003;0
"Point 1 Boulogne";2017-11-29;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60850844;60629189;"29/04/2019";11;2017;333;48;24;0,022;0;0;0;0;0;0;2,624;0,033;0,125;0,057;0,026;0,238;0,022;0;0;1,513;0,021;0,005;0;0,058;0,052;0,014;0,016;0,005
"Point 1 Boulogne";2017-12-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60851817;60629560;"29/04/2019";12;2017;339;49;25;0,024;0;0;0;0;0;0;2,198;0,042;0,122;0,063;0,04;0,126;0,016;0;0;1,189;0;0,004;0;0,129;0,153;0,017;0;0,007
"Point 1 Boulogne";2017-12-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60863451;60630392;"29/04/2019";12;2017;356;51;26;0,028;0;0;0;0;0;0;5,633;0,045;0,226;0,035;0,007;0,559;0,029;0;0;3,156;0,013;0,005;0;0,049;0;0,007;0,004;0,009
"Point 1 Boulogne";2018-01-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60872187;60631488;"08/01/2020";1;2018;12;2;1;0,019;0;0;0;0;0;0;4,349;0;0,141;0,02;0;0,365;0,013;0;0;2,117;0;0,003;0;0,051;0;0;0;0,008
"Point 1 Boulogne";2018-01-30;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60887035;60633624;"08/01/2020";1;2018;30;5;3;0,019;0;0;0,011;0;0;0;6,093;0;0,192;0,025;0;0,548;0,017;0;0;2,971;0,006;0,006;0,035;0,054;0;0,012;0,007;0,008
"Point 1 Boulogne";2018-02-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61181166;60640385;"08/01/2020";2;2018;43;7;4;0,015;0;0;0;0;0;0;2,382;0;0,167;0,039;0,007;0,117;0,006;0;0;1,157;0,006;0,002;0,035;0,044;0;0,01;0,004;0,004
"Point 1 Boulogne";2018-02-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61578025;60649206;"08/01/2020";2;2018;57;9;5;0,015;0,008;0,901;2,633;0;0;0;5,877;0;0,376;0,05;0,008;0;0,029;0;0;0;0,01;0;0;0,06;0,046;0,007;0,004;0
"Point 1 Boulogne";2018-03-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61579742;60650494;"08/01/2020";3;2018;71;11;6;0,024;0;0;0;0;0;0;14,215;0;1,222;0,043;0;0,624;0,04;0;0;6,516;0;0;0,047;0,22;0,168;0;0;0
"Point 1 Boulogne";2018-03-21;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61604782;60651224;"08/01/2020";3;2018;80;12;6;0,012;0;0;0,007;0;0;0;3,949;0,034;0,302;0,032;0;0,187;0,016;0;0;1,769;0,007;0;0,026;0,066;0,107;0;0,003;0,002
"Point 1 Boulogne";2018-04-05;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61606891;60652362;"08/01/2020";4;2018;95;14;7;0,005;0;0;0,004;0;0;0;8,54;0,037;0,734;0,062;0;0,352;0,04;0;0;3,913;0;0,002;0,005;0,126;0,095;0;0,005;0,002
"Point 1 Boulogne";2018-04-17;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61610398;60653202;"08/01/2020";4;2018;107;16;8;0,002;0;0;0;0;0;0;6,642;0,033;0,661;0,218;0;0,237;0,049;0;0;2,915;0,006;0;0,004;0,07;0,049;0,007;0,003;0,002
"Point 1 Boulogne";2018-05-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61614663;60654680;"08/01/2020";5;2018;124;18;9;0;0;0;0;0;0;0;4,788;0,059;0,633;0,42;0;0,165;0,066;0;0;2,139;0,012;0;0;0,052;0,046;0,023;0;0
"Point 1 Boulogne";2018-05-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61626814;60663682;"08/01/2020";5;2018;145;21;11;0;0;0;0;0;0;0;3,334;0;0,403;0,479;0;0,125;0,01;0;0;1,471;0,019;0;0;0,061;0,08;0,05;0;0
"Point 1 Boulogne";2018-06-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61630432;60664424;"08/01/2020";6;2018;163;24;12;0,013;0;0;0,008;0;0;0;2,377;0,178;0,189;0,037;0,012;0,087;0,009;0;0;0,962;0;0;0,124;0,029;0,071;0,033;0,007;0,022
"Point 1 Boulogne";2018-06-19;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61631094;60664694;"08/01/2020";6;2018;170;25;13;0,017;0;0;0;0;0;0;3,046;0,045;0,21;0,017;0;0,213;0,012;0;0;1,615;0,003;0,001;0;0,034;0,066;0,005;0,005;0,013
"Point 1 Boulogne";2018-06-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61634455;60665169;"08/01/2020";6;2018;176;26;13;0,053;0,003;0;0;0;0;0;2,022;0,036;0,157;0,023;0;0,155;0,028;0;0;1,082;0,008;0;0;0,086;0,061;0,005;0,003;0,008
"Point 1 Boulogne";2018-07-02;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61640739;60665741;"08/01/2020";7;2018;183;27;14;0,033;0,003;0;0,007;0;0;0;2,907;0,066;0,319;0,06;0,004;0,282;0,024;0;0;1,549;0,009;0,004;0,007;0,039;0,357;0,01;0,005;0,015
"Point 1 Boulogne";2018-07-10;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61644795;60666143;"08/01/2020";7;2018;191;28;14;0,027;0;0;0,007;0;0;0;1,477;0,075;0,119;0,031;0,005;0,116;0,007;0;0;0,854;0,007;0,006;0,008;0,026;0,077;0,009;0,004;0,024
"Point 1 Boulogne";2018-07-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61649657;60667452;"08/01/2020";7;2018;205;30;15;0,02;0,003;0;0,004;0;0;0;3,589;0,078;0,355;0,031;0,004;0,194;0,007;0;0;2,134;0,005;0,011;0,015;0,054;0,118;0,014;0,009;0,013
"Point 1 Boulogne";2018-08-10;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61651980;60668528;"08/01/2020";8;2018;222;32;16;0,005;0;0;0,005;0;0;0;1,129;0;0,059;0,023;0;0,038;0;0;0;0,429;0;0,007;0,006;0,026;0,038;0,003;0;0,012
"Point 1 Boulogne";2018-08-28;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61656532;60669490;"08/01/2020";8;2018;240;35;18;0,028;0;0;0;0;0;0;0,859;0,068;0,08;0,015;0,003;0,046;0,004;0;0;0,308;0,024;0;0,082;0,026;0,044;0,012;0,003;0,007
"Point 1 Boulogne";2018-09-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61664045;60672998;"08/01/2020";9;2018;268;39;20;0,039;0;0;0;0;0;0;0,982;0,084;0,098;0,014;0;0,051;0;0;0;0,225;0,021;0,003;0,145;0,012;0,019;0,012;0,002;0,009
"Point 1 Boulogne";2018-10-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61677512;60674561;"08/01/2020";10;2018;285;41;21;0,07;0;0;0,005;0;0;0;2,592;0,042;0,197;0,044;0;0,095;0,005;0;0;1,186;0,014;0;0,013;0,06;0,056;0,009;0,002;0,005
"Point 1 Boulogne";2018-10-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61684502;60676412;"08/01/2020";10;2018;298;43;22;0,05;0;0;0,007;0;0;0;1,052;0,067;0,072;0,02;0,004;0,028;0,002;0;0;0,429;0,005;0,002;0;0,044;0,045;0,01;0;0,007
"Point 1 Boulogne";2018-11-14;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61690615;60677747;"03/03/2020";11;2018;318;46;23;0,021;0;0;0;0;0;0;3,396;0,128;0,245;0,079;0,005;0,211;0,008;0;0;1,792;0,014;0,003;0,013;0,038;0,09;0,007;0,008;0,01
"Point 1 Boulogne";2018-11-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61691376;60678214;"03/03/2020";11;2018;330;48;24;0,008;0,002;0;0;0;0;0;3,23;0,088;0,298;0,072;0;0,128;0,005;0;0;1,75;0,009;0;0,007;0,046;0,089;0,007;0,014;0,004
"Point 1 Boulogne";2018-12-04;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61691979;60679092;"03/03/2020";12;2018;338;49;25;0,012;0;0;0;0;0;0;1,731;0,08;0,14;0,048;0;0,07;0;0;0;0,856;0,019;0;0,034;0,032;0,063;0;0;0
"Point 1 Boulogne";2019-01-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61699755;60683225;"03/03/2020";1;2019;11;2;1;0,019;0;0,003;0,009;0,001;0,006;0;2,242;0,053;0,151;0,029;0,023;0,157;0,007;0;0;1,226;0,018;0,012;0;0,041;0,079;0,006;0,004;0,003
"Point 1 Boulogne";2019-01-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61702696;60685157;"03/03/2020";1;2019;24;4;2;0,034;0;0;0,007;0;0;0;0,977;0,047;0,1;0,031;0,015;0,048;0,003;0;0;0,447;0,022;0,002;0,014;0,021;0,022;0,006;0,004;0,003
"Point 1 Boulogne";2019-02-12;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61722120;60693860;"03/03/2020";2;2019;43;7;4;0,019;0,001;0,004;0,021;0,002;0,01;0;4,339;0,084;0,283;0,039;0,036;0,268;0,024;0;0;2,206;0,029;0,009;0;0,079;0,12;0,009;0,005;0,004
"Point 1 Boulogne";2019-02-27;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";61724834;60694859;"03/03/2020";2;2019;58;9;5;0,018;0,003;0,004;0,005;0;0,037;0;11,053;0,127;0,983;0,044;0,011;0,468;0,033;0;0;4,972;0,016;0,005;0;0,101;0,125;0,004;0,008;0,002
"At so";2016-02-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60665242;60540584;"29/04/2019";2;2016;55;8;4;0,013;0;0;0;0;0,025;0;1,376;0,026;0,182;0,014;0;0,058;0;0;0;0,721;0;0;0,02;0,039;0,034;0;0;0
"At so";2016-03-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60667015;60541475;"29/04/2019";3;2016;71;11;6;0;0;0;0;0;0,108;0;9,646;0;1,323;0,044;0;0,401;0;0;0;4,737;0;0;0;0,184;0,107;0;0;0
"At so";2016-03-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60670109;60543320;"29/04/2019";3;2016;82;12;6;0,018;0;0;0;0;0,193;0;14,705;0;2,293;0,083;0;0,587;0,057;0;0;7,835;0;0;0;0,354;0,296;0;0;0
"At so";2016-04-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60677342;60547118;"29/04/2019";4;2016;102;15;8;0,021;0;0;0;0;0,193;0;11,79;0;1,816;1,106;0;0,449;0,029;0;0;4,68;0;0,049;0;0,409;0,33;0;0;0
"At so";2016-04-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60689923;60553496;"29/04/2019";4;2016;113;17;9;0;0;0;0;0;0;0;16,452;0;2,457;1,824;0;0,629;0,046;0;0;6,266;0,044;0,068;0;0,249;0;0,115;0;0
"At so";2016-05-11;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60690933;60553968;"29/04/2019";5;2016;132;19;10;0;0;0;0;0;0,045;0;7,43;0;1,015;0,579;0;0,333;0,074;0;0;3,839;0;0;0;0,162;0,156;0;0;0
"At so";2016-05-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60692200;60554689;"29/04/2019";5;2016;145;21;11;0,021;0;0;0;0;0,051;0;4,047;0;0,602;0,332;0;0,306;0,031;0;0;2,487;0,039;0;0;0,192;0,09;0,04;0;0
"At so";2016-06-06;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60693225;60555311;"29/04/2019";6;2016;158;23;12;0,02;0;0;0;0;0;0;2,67;0;0,421;0,265;0;0,203;0,022;0;0;1,669;0,028;0,016;0;0,063;0,163;0;0;0,018
"At so";2016-06-23;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60694768;60556142;"29/04/2019";6;2016;175;25;13;0,098;0;0;0;0;0,14;0;6,277;0,205;1,027;0,08;0;0,274;0;0;0;3,259;0;0;0;0,165;0,196;0;0;0
"At so";2016-07-19;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60696687;60557334;"29/04/2019";7;2016;201;29;15;0,153;0;0;0;0;0,048;0;9,298;0,264;1,352;0,127;0;0,754;0,03;0;0;4,731;0,071;0;0,347;0,121;0,109;0,078;0,02;0,038
"At so";2016-08-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60698786;60558546;"29/04/2019";8;2016;229;33;17;0,09;0;0;0;0;0,102;0;9,65;0,088;1,563;0,171;0;0,66;0,023;0;0;5,508;0;0;0,18;0,192;0,154;0;0;0,026
"At so";2016-09-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60700286;60559437;"29/04/2019";9;2016;251;36;18;0,168;0;0;0;0;0,226;0;15,134;0;2,553;0,194;0;0,78;0;0;0;9,168;0;0;0;0,21;0,193;0;0;0
"At so";2016-10-27;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60706519;60562331;"29/04/2019";10;2016;301;43;22;0;0;0;0;0;0;0;1,67;0,195;0,191;0,046;0;0,042;0,067;0,043;0;0,672;0,016;0;0;0,067;0,088;0,029;0,011;0
"At so";2016-11-30;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60710175;60563875;"29/04/2019";11;2016;335;48;24;0,034;0;0;0;0;0;0;3,188;0,144;0,428;0,039;0;0,149;0;0;0;1,61;0;0;0;0,086;0,112;0,021;0,013;0
"At so";2016-12-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Bon";"Non qualifié";60711158;60564564;"29/04/2019";12;2016;350;50;25;0,023;0;0;0;0;0;0;2,257;0,061;0,308;0,034;0;0,102;0;0;0;1,19;0;0;0;0,064;0,067;0,015;0,01;0,009
"At so";2017-01-03;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60712265;60565257;"26/01/2018";1;2017;3;1;1;0,018;0;0;0;0;0,063;0;1,086;0,078;0,15;0,025;0;0,052;0;0;0;0,703;0;0;0;0,079;0,077;0;0;0
"At so";2017-01-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60714363;60566356;"29/04/2019";1;2017;26;4;2;0,017;0;0;0;0;0;0;1,763;0,059;0,11;0,015;0;0,063;0;0;0;0,856;0;0;0;0,053;0,056;0;0;0
"At so";2017-02-16;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60727802;60574001;"29/04/2019";2;2017;47;7;4;0,031;0;0;0;0;0,147;0;3,195;0;0,2;0,009;0;0,162;0;0;0;1,988;0;0,011;0;0,112;0,147;0;0;0,01
"At so";2017-03-13;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60743074;60581469;"29/04/2019";3;2017;72;11;6;0,019;0;0;0;0;0;0;1,608;0;0,115;0,009;0;0,07;0;0;0;0,948;0;0;0;0,039;0,051;0,014;0;0
"At so";2017-03-27;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60744926;60588754;"29/04/2019";3;2017;86;13;7;0,02;0;0;0;0;0;0;4,393;0,173;0,358;0,016;0;0,158;0;0;0;2,527;0,013;0;0;0,096;0,132;0,025;0;0
"At so";2017-04-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60745974;60589068;"19/10/2020";4;2017;97;14;7;0;0;0;0;0;0;0;0,8;0;0,075;0,02;0;0,038;0;0;0;0,419;0;0;0;0,039;0;0;0;0
"At so";2017-05-10;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60790428;60599865;"15/02/2018";5;2017;130;19;10;0;0;0;0;0;0;0;5,834;0;0,949;1,031;0;0,367;0;0;0;3,07;0,109;0;0;0,115;0,102;0,164;0;0
"At so";2017-05-15;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60790954;60601806;"15/02/2018";5;2017;135;20;10;0;0;0;0;0;0;0;4,212;0;0,693;0,808;0;0,469;0,038;0;0;2,999;0,162;0;0;0,078;0,112;0,137;0;0,024
"At so";2017-05-24;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60793049;60602957;"19/10/2020";5;2017;144;21;11;0,013;0;0;0;0;0,031;0;2,491;0;0,371;0,204;0;0,189;0,019;0;0;1,531;0,024;0;0;0,118;0,055;0,025;0;0
"At so";2017-05-31;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60793527;60603199;"15/02/2018";5;2017;151;22;11;0;0;0;0;0;0;0;2,436;0;0,347;0,117;0;0,17;0,018;0;0;1,52;0;0;0,082;0,067;0,126;0;0;0,022
"At so";2017-06-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60795987;60604239;"15/02/2018";6;2017;173;25;13;0,049;0;0;0;0;0;0;3,192;0,116;0,527;0,076;0;0,2;0,018;0;0;1,761;0,017;0;0;0,108;0,147;0,021;0,01;0,016
"At so";2017-07-26;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60801136;60608312;"15/02/2018";7;2017;207;30;15;0,079;0;0;0;0;0;0;5,203;0,464;0,695;0,157;0;0,293;0,016;0;0;2,356;0,09;0;0,125;0,14;0,084;0,098;0;0
"At so";2017-08-07;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60804444;60609228;"19/10/2020";8;2017;219;32;16;0,08;0;0;0;0;0;0;4,079;0,454;0,616;0,076;0,024;0,275;0,017;0;0;1,491;0,041;0;0,369;0,078;0,074;0,075;0,021;0,034
"At so";2017-08-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60809147;60609795;"15/02/2018";8;2017;234;34;17;0,06;0;0;0;0;0;0;3,836;0,068;0,666;0,067;0;0,228;0,016;0;0;1,856;0,025;0;0,112;0,083;0,106;0,017;0;0,013
"At so";2017-09-22;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60815009;60611831;"29/04/2019";9;2017;265;38;19;0,035;0;0;0;0;0;0;4,488;0;0,339;0,103;0,01;0,192;0,019;0;0;2,394;0,007;0,004;0,058;0,077;0;0,011;0,021;0,005
"At so";2017-10-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60819472;60612836;"29/04/2019";10;2017;282;41;21;0,049;0;0;0;0;0,056;0;5,697;0;0,412;0,099;0;0;0;0;0;2,917;0;0;0;0,155;0,176;0;0;0
"At so";2017-10-25;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60847887;60627407;"29/04/2019";10;2017;298;43;22;0,034;0,015;0;0,017;0;0;0;4,859;0;0,244;0,045;0,04;0,262;0,013;0;0;2,293;0;0,003;0;0,116;0,192;0,012;0,011;0,009
"At so";2017-11-09;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60848938;60628058;"29/04/2019";11;2017;313;45;23;0,04;0;0;0;0;0;0;3,766;0,072;0,197;0,047;0;0,213;0,021;0;0;1,808;0;0;0;0,177;0,248;0;0;0
"At so";2017-12-20;"Surface (0-1m)";1;"Microgramme par litre";"µg.l-1";"Non qualifié";"Non qualifié";60857806;60630224;"29/04/2019";12;2017;354;51;26;0,023;0;0;0;0;0;0;6,612;0,054;0,263;0,028;0,033;0,619;0,033;0;0;3,776;0;0,007;0;0,098;0,114;0,03;0;0,014
