"Fortnight";"Year";"Code_point_Libelle";"latitude";"longitude";"ssr";"tcc";"u10";"v10"
8;2012;"Arcachon - Bouée 7";44,5;0;76636,09;0,766575605;2,38573975;0,5888534
8;2012;"At so";50,25;1,5;110644,81;0,677338125;3,42795955;1,98846905
8;2012;"Auger";45,75;0;93931,622;0,77704365;2,1518999;0,6170368
8;2012;"Cabourg";49,25;0;105986,08;0,652602485;2,620474;1,2953489
8;2012;"Le Cornard";46;0;90175,525;0,8012757;2,41480215;0,75747605
8;2012;"Loguivy";48,75;0;90029,94;0,69705338;2,23506285;1,1190833
8;2012;"Men er Roue";47,5;0;89855,233;0,65583752;2,28111555;0,852057585
8;2012;"Ouest Loscolo";47,5;0;89855,233;0,65583752;2,28111555;0,852057585
8;2012;"Point 1 Boulogne";50,75;1,5;127940,342;0,68550195;3,3528446;2,4995916
8;2012;"Teychan bis";44,75;0;94164,5575;0,78104162;2,2672551;0,531531285
8;2012;"les Hébihens";48,75;0;90029,94;0,69705338;2,23506285;1,1190833
8;2013;"Antifer ponton pétrolier";49,75;0,25;119313,2175;0,67804007;3,1101937;3,4480133
8;2013;"Arcachon - Bouée 7";44,5;0;101572,342;0,695374845;1,11217045;0,2534368
8;2013;"At so";50,25;1,5;105949,2;0,713060585;2,43113305;2,68912175
8;2013;"Auger";45,75;0;88966,9845;0,63966245;1,18127435;0,365388155
8;2013;"Cabourg";49,25;0;126491,268;0,742847125;2,11233375;2,5499256
8;2013;"Le Cornard";46;0;92439,29;0,664169185;1,4272841;0,3227872
8;2013;"Loguivy";48,75;0;106095,1;0,840462055;2,02295945;2,5410092
8;2013;"Men er Roue";47,5;0;108371,065;0,7148002;2,01420625;1,6335097
8;2013;"Ouest Loscolo";47,5;0;108371,065;0,7148002;2,01420625;1,6335097
8;2013;"Point 1 Boulogne";50,75;1,5;123806,792;0,803717195;2,47535945;3,40788915
8;2013;"Teychan bis";44,75;0;102301,82;0,611325595;1,04721285;0,499630725
8;2013;"les Hébihens";48,75;0;106095,1;0,840462055;2,02295945;2,5410092
8;2014;"Antifer ponton pétrolier";49,75;0,25;133724,3275;0,40335404;0,000591397;-1,4602864
8;2014;"Arcachon - Bouée 7";44,5;0;108857,4025;0,16461936;-0,14297279;-1,14398755
8;2014;"At so";50,25;1,5;166918,515;0,526696475;0,490282935;-0,7895319
8;2014;"Auger";45,75;0;117471,81;0,18943128;-0,974858425;-2,02460385
8;2014;"Cabourg";49,25;0;164851,055;0,6186654;-0,38486862;-1,2594617
8;2014;"Le Cornard";46;0;101592,582;0,24009278;-1,52354885;-2,2686058
8;2014;"Loguivy";48,75;0;138117,6725;0,53907193;-0,28457035;-1,21528025
8;2014;"Men er Roue";47,5;0;130881,575;0,357590825;-1,0377907;-1,7223626
8;2014;"Ouest Loscolo";47,5;0;130881,575;0,357590825;-1,0377907;-1,7223626
8;2014;"Point 1 Boulogne";50,75;1,5;177858,805;0,47785086;0,63581375;-0,720247375
8;2014;"Teychan bis";44,75;0;116294,515;0,15132834;-0,4379677;-1,18917305
8;2014;"les Hébihens";48,75;0;138117,6725;0,53907193;-0,28457035;-1,21528025
8;2015;"Antifer ponton pétrolier";49,75;0,25;180205,245;0,144766765;-3,6526876;-2,4972165
8;2015;"Arcachon - Bouée 7";44,5;0;117244,75;0,65959135;-1,64546845;0,01826251435
8;2015;"At so";50,25;1,5;183213;0,29508798;-2,9661185;-1,96424345
8;2015;"Auger";45,75;0;109869,9575;0,73088368;-1,07699855;0,18258788
8;2015;"Cabourg";49,25;0;174450,015;0,20235606;-2,2448692;-0,88191278
8;2015;"Le Cornard";46;0;106283,785;0,676071625;-1,19790965;-0,0935365575
8;2015;"Loguivy";48,75;0;134741,81;0,151404635;-1,5756399;-0,37110667
8;2015;"Men er Roue";47,5;0;125863,135;0,354187965;-1,9810204;-0,17353072
8;2015;"Ouest Loscolo";47,5;0;125863,135;0,354187965;-1,9810204;-0,17353072
8;2015;"Point 1 Boulogne";50,75;1,5;189517,715;0,326598805;-3,33306965;-2,6745531
8;2015;"Teychan bis";44,75;0;118661,87;0,721605895;-1,52924385;-0,093054665
8;2015;"les Hébihens";48,75;0;134741,81;0,151404635;-1,5756399;-0,37110667
8;2016;"Antifer ponton pétrolier";49,75;0,25;127675,567;0,58391955;0,239586415;0,41404895
8;2016;"Arcachon - Bouée 7";44,5;0;92894,48;0,775746575;0,14968505;0,380294155
8;2016;"At so";50,25;1,5;146341,415;0,66305523;0,36965648;0,51689556
8;2016;"Auger";45,75;0;88836,69;0,9273343;-0,12384465;0,54695845
8;2016;"Cabourg";49,25;0;118226,705;0,6399524;0,37061286;0,7927355
8;2016;"Le Cornard";46;0;82489,142;0,95657152;-0,129583035;0,66088085
8;2016;"Loguivy";48,75;0;109937,21;0,65766865;0,24532479;0,94463205
8;2016;"Men er Roue";47,5;0;105821,45;0,74968335;0,140121075;1,110769
8;2016;"Ouest Loscolo";47,5;0;105821,45;0,74968335;0,140121075;1,110769
8;2016;"Point 1 Boulogne";50,75;1,5;151181,77;0,608395775;0,960710135;1,18513495
8;2016;"Teychan bis";44,75;0;92662,605;0,791906375;0,105690757;0,37923931
8;2016;"les Hébihens";48,75;0;109937,21;0,65766865;0,24532479;0,94463205
8;2017;"Antifer ponton pétrolier";49,75;0,25;211225,015;0,51899042;2,10000965;-1,9336175
8;2017;"Arcachon - Bouée 7";44,5;0;116716,025;0;-0,239137915;-1,59805665
8;2017;"At so";50,25;1,5;184943,83;0,54545038;2,51975145;-1,0308211
8;2017;"Auger";45,75;0;118437,5;0;-1,2036314;-1,8517958
8;2017;"Cabourg";49,25;0;147243,525;0,53153375;0,89553348;-1,43763105
8;2017;"Le Cornard";46;0;118466,1925;0,00091556925;-1,4326643;-2,01497935
8;2017;"Loguivy";48,75;0;128278,597;0,415485315;0,28964542;-1,58380685
8;2017;"Men er Roue";47,5;0;125208,635;0,168113775;-0,7254908;-1,96257675
8;2017;"Ouest Loscolo";47,5;0;125208,635;0,168113775;-0,7254908;-1,96257675
8;2017;"Point 1 Boulogne";50,75;1,5;176766,82;0,656707285;2,9102938;-0,281095605
8;2017;"Teychan bis";44,75;0;121163,167;0;-0,33586099;-1,5268075
8;2017;"les Hébihens";48,75;0;128278,597;0,415485315;0,28964542;-1,58380685
8;2018;"Antifer ponton pétrolier";49,75;0,25;147429,14;0,47749988;-1,3649327;0,8658224
8;2018;"Arcachon - Bouée 7";44,5;0;102434,16;0,61619337;-1,42814875;0,7729118
8;2018;"At so";50,25;1,5;152009,29;0,49707781;-0,93637133;0,90106435
8;2018;"Auger";45,75;0;102635,8;0,78528375;-1,09724535;1,02189385
8;2018;"Cabourg";49,25;0;143828,39;0,59371615;-0,72056475;1,55738825
8;2018;"Le Cornard";46;0;101051,473;0,72157537;-0,9307037;0,9239487
8;2018;"Loguivy";48,75;0;134840,91;0,653762265;-0,714897095;1,58851105
8;2018;"Men er Roue";47,5;0;113034,77;0,73779623;-0,76546995;1,178423
8;2018;"Ouest Loscolo";47,5;0;113034,77;0,73779623;-0,76546995;1,178423
8;2018;"Point 1 Boulogne";50,75;1,5;165634,54;0,53482975;-1,3627528;1,19627275
8;2018;"Teychan bis";44,75;0;112545,065;0,62501335;-1,3876032;0,86307627
8;2018;"les Hébihens";48,75;0;134840,91;0,653762265;-0,714897095;1,58851105
8;2019;"Antifer ponton pétrolier";49,75;0,25;150394,485;0,38591243;-4,3791737;-2,79640925
8;2019;"Arcachon - Bouée 7";44,5;0;91703,955;0,79425632;-1,84601045;-0,43920649
8;2019;"At so";50,25;1,5;175746,185;0,313811365;-3,1272879;-2,16383265
8;2019;"Auger";45,75;0;111997,155;0,6411579;-1,8042197;-0,50973022
8;2019;"Cabourg";49,25;0;128296,79;0,425770215;-2,16288555;-1,05511385
8;2019;"Le Cornard";46;0;107530,285;0,65225155;-1,802842;-0,6567615
8;2019;"Loguivy";48,75;0;108003,595;0,53623365;-1,70502405;-0,86961505
8;2019;"Men er Roue";47,5;0;155630,48;0,68531885;-1,6136355;-0,945695215
8;2019;"Ouest Loscolo";47,5;0;155630,48;0,68531885;-1,6136355;-0,945695215
8;2019;"Point 1 Boulogne";50,75;1,5;184798,255;0,3032518;-3,5915785;-2,7592241
8;2019;"Teychan bis";44,75;0;90402,345;0,778722175;-1,90387465;-0,57854432
8;2019;"les Hébihens";48,75;0;108003,595;0,53623365;-1,70502405;-0,86961505
8;2020;"Antifer ponton pétrolier";49,75;0,25;174383,875;0,2046755;-3,8039647;-2,2539409
8;2020;"Arcachon - Bouée 7";44,5;0;69356,898;0,77078724;-1,9008999;0,843114855
8;2020;"At so";50,25;1,5;220085,265;0,150885815;-3,4948517;-1,92483545
8;2020;"Auger";45,75;0;99249,63;0,734713815;-1,6909098;0,903492065
8;2020;"Cabourg";49,25;0;172429,355;0,179085345;-2,2635674;-0,6227655
8;2020;"Le Cornard";46;0;92408,795;0,6756596;-1,63171795;0,541723485
8;2020;"Loguivy";48,75;0;173435,355;0,22405506;-1,75526925;-0,489638625
8;2020;"Men er Roue";47,5;0;116955,3225;0,246654355;-1,69842625;-0,3832361
8;2020;"Ouest Loscolo";47,5;0;116955,3225;0,246654355;-1,69842625;-0,3832361
8;2020;"Point 1 Boulogne";50,75;1,5;239745,475;0,13670974;-3,93785095;-2,9943045
8;2020;"Teychan bis";44,75;0;67862,258;0,80075688;-2,0545169;1,0415679
8;2020;"les Hébihens";48,75;0;173435,355;0,22405506;-1,75526925;-0,489638625
8;2021;"Antifer ponton pétrolier";49,75;0,25;144977,065;0,19851068;-2,68781575;-3,4884794
8;2021;"Arcachon - Bouée 7";44,5;0;103452,127;0,30346543;-1,6380658;-1,77800235
8;2021;"At so";50,25;1,5;162036,58;0,357651875;-1,59823155;-2,93160525
8;2021;"Auger";45,75;0;109878,2625;0,307280305;-2,10494685;-1,85170625
8;2021;"Cabourg";49,25;0;130222,885;0,357361935;-1,47462815;-2,04715815
8;2021;"Le Cornard";46;0;111434,37;0,344742345;-2,1506391;-1,87627425
8;2021;"Loguivy";48,75;0;116823,095;0,474844715;-1,03879445;-1,81676515
8;2021;"Men er Roue";47,5;0;125583,39;0,40802344;-1,6515391;-2,08919665
8;2021;"Ouest Loscolo";47,5;0;125583,39;0,40802344;-1,6515391;-2,08919665
8;2021;"Point 1 Boulogne";50,75;1,5;180133,5;0,37407107;-1,9502961;-3,1368842
8;2021;"Teychan bis";44,75;0;111261,4675;0,29736164;-1,6538823;-1,83150595
8;2021;"les Hébihens";48,75;0;116823,095;0,474844715;-1,03879445;-1,81676515
8;2022;"Antifer ponton pétrolier";49,75;0,25;163242,14;0,78612305;-1,8009718;-1,00414895
8;2022;"Arcachon - Bouée 7";44,5;0;73368,545;0,911144025;0,089476153;-0,4140073
8;2022;"At so";50,25;1,5;177192,5;0,89681532;-0,80193558;-0,390082625
8;2022;"Auger";45,75;0;118865,0875;0,89237483;-1,42241425;-1,1302518
8;2022;"Cabourg";49,25;0;141024,915;0,837715315;-1,36017925;-0,63830097
8;2022;"Le Cornard";46;0;130720,02;0,87258325;-1,5000911;-1,36152355
8;2022;"Loguivy";48,75;0;119812,325;0,9001419;-1,1926593;-0,7873317
8;2022;"Men er Roue";47,5;0;139331,35;0,8141852;-1,33818645;-1,3555424
8;2022;"Ouest Loscolo";47,5;0;139331,35;0,8141852;-1,33818645;-1,3555424
8;2022;"Point 1 Boulogne";50,75;1,5;179718,49;0,870004415;-2,17672185;0,47469421
8;2022;"Teychan bis";44,75;0;74172,2695;0,907939525;-0,229653925;-0,667708395
8;2022;"les Hébihens";48,75;0;119812,325;0,9001419;-1,1926593;-0,7873317
9;2007;"Antifer ponton pétrolier";49,75;0,25;309316,83;0,6292097;-3,24207285;-3,09718875
9;2007;"Arcachon - Bouée 7";44,5;0;128689,265;0,77844752;0,579177915;-0,0206948395
9;2007;"At so";50,25;1,5;303512,92;0,453618775;-2,0054756;-2,96065795
9;2007;"Auger";45,75;0;213217,545;0,71147358;-0,68847322;-0,111260265
9;2007;"Cabourg";49,25;0;263203,145;0,66799935;-1,33062675;-1,3800875
9;2007;"Le Cornard";46;0;213217,545;0,74899665;-0,62433535;-0,387579455
9;2007;"Loguivy";48,75;0;223901,72;0,77049728;-0,65400507;-1,24674135
9;2007;"Men er Roue";47,5;0;235779,485;0,773442375;-0,859103365;-0,782536655
9;2007;"Ouest Loscolo";47,5;0;235779,485;0,773442375;-0,859103365;-0,782536655
9;2007;"Point 1 Boulogne";50,75;1,5;313741,89;0,50678282;-2,8962183;-4,71553375
9;2007;"Teychan bis";44,75;0;150352,215;0,75865598;0,0861487125;-0,0930561625
9;2007;"les Hébihens";48,75;0;223901,72;0,77049728;-0,65400507;-1,24674135
9;2008;"Antifer ponton pétrolier";49,75;0,25;243238,705;0,87461278;0,9933037;2,20422375
9;2008;"Arcachon - Bouée 7";44,5;0;140970,945;0,77805075;0,755993215;0,52512778
9;2008;"At so";50,25;1,5;278872,64;0,83014665;0,739250825;1,79007245
9;2008;"Auger";45,75;0;142203,455;0,918224425;0,96843092;0,40463912
9;2008;"Cabourg";49,25;0;203519,545;0,9399997;0,71984273;1,9483426
9;2008;"Le Cornard";46;0;148862,75;0,943662;1,0007027;0,39363898
9;2008;"Loguivy";48,75;0;177958,795;0,9696947;0,894764485;1,7908286
9;2008;"Men er Roue";47,5;0;176989,84;0,96020325;1,25685245;0,82577873
9;2008;"Ouest Loscolo";47,5;0;176989,84;0,96020325;1,25685245;0,82577873
9;2008;"Point 1 Boulogne";50,75;1,5;297340,615;0,7933713;1,36705315;2,74370835
9;2008;"Teychan bis";44,75;0;144319,895;0,79356965;0,57699;0,52304322
9;2008;"les Hébihens";48,75;0;177958,795;0,9696947;0,894764485;1,7908286
9;2009;"Antifer ponton pétrolier";49,75;0,25;194817,9;0,859948425;2,5490635;1,27505195
9;2009;"Arcachon - Bouée 7";44,5;0;187354,77;0,740390325;1,31232195;-1,5852761
9;2009;"At so";50,25;1,5;210298,275;0,74667725;1,86999575;1,2445113
9;2009;"Auger";45,75;0;184549,415;0,75819818;0,6867839;-1,1634366
9;2009;"Cabourg";49,25;0;169409,79;0,93098134;1,62669965;0,86959245
9;2009;"Le Cornard";46;0;190047,4;0,816641975;0,81465045;-1,0569001
9;2009;"Loguivy";48,75;0;148201,82;0,9609357;1,4933933;0,402712525
9;2009;"Men er Roue";47,5;0;200553,225;0,94498955;1,41188175;-0,073012322
9;2009;"Ouest Loscolo";47,5;0;200553,225;0,94498955;1,41188175;-0,073012322
9;2009;"Point 1 Boulogne";50,75;1,5;249574,735;0,72766393;1,91773335;2,0507212
9;2009;"Teychan bis";44,75;0;189360,69;0,75276578;1,1570747;-1,5492375
9;2009;"les Hébihens";48,75;0;148201,82;0,9609357;1,4933933;0,402712525
9;2010;"Antifer ponton pétrolier";49,75;0,25;267641,56;0,58199685;-1,18996885;-0,56686967
9;2010;"Arcachon - Bouée 7";44,5;0;131322,8;0,9437993;0,75101975;-1,1508186
9;2010;"At so";50,25;1,5;238737,21;0,673889485;-0,70990882;-0,0537215915
9;2010;"Auger";45,75;0;166760,46;0,86705935;0,14511525;-1,55358805
9;2010;"Cabourg";49,25;0;257270,38;0,736621265;-0,496965375;-0,25739523
9;2010;"Le Cornard";46;0;183885,015;0,87682545;0,0384989115;-1,4545559
9;2010;"Loguivy";48,75;0;245923;0,781896135;-0,273781595;-0,085697381
9;2010;"Men er Roue";47,5;0;235714,84;0,6889506;0,0476262475;-0,6766008
9;2010;"Ouest Loscolo";47,5;0;235714,84;0,6889506;0,0476262475;-0,6766008
9;2010;"Point 1 Boulogne";50,75;1,5;246500,49;0,73071581;-0,69851255;0,30722497
9;2010;"Teychan bis";44,75;0;138569,515;0,92867713;0,65630253;-1,24471325
9;2010;"les Hébihens";48,75;0;245923;0,781896135;-0,273781595;-0,085697381
9;2011;"Antifer ponton pétrolier";49,75;0,25;291504,295;0,54410755;-3,74559015;-3,2535559
9;2011;"Arcachon - Bouée 7";44,5;0;195739,22;0,42464102;-0,9262008;-0,684161245
9;2011;"At so";50,25;1,5;280112,41;0,3995697;-2,541396;-2,89688655
9;2011;"Auger";45,75;0;222698,025;0,5743976;-1,3936559;-0,94678215
9;2011;"Cabourg";49,25;0;263753,885;0,6533655;-1,8353339;-1,69074785
9;2011;"Le Cornard";46;0;219343,905;0,587825985;-1,48265155;-1,06629665
9;2011;"Loguivy";48,75;0;217329,09;0,694047285;-1,34606085;-1,4319907
9;2011;"Men er Roue";47,5;0;201016,685;0,61585765;-1,7353285;-1,4044151
9;2011;"Ouest Loscolo";47,5;0;201016,685;0,61585765;-1,7353285;-1,4044151
9;2011;"Point 1 Boulogne";50,75;1,5;298926,16;0,31802298;-3,046671;-3,98984715
9;2011;"Teychan bis";44,75;0;197054,045;0,39393893;-1,0333304;-0,86921862
9;2011;"les Hébihens";48,75;0;217329,09;0,694047285;-1,34606085;-1,4319907
9;2012;"Antifer ponton pétrolier";49,75;0,25;177992,56;0,89402285;-0,7474428;1,1539738
9;2012;"Arcachon - Bouée 7";44,5;0;140440,875;0,91885005;0,77300435;1,25937955
9;2012;"At so";50,25;1,5;172354,555;0,924633385;-0,0706973;0,9375631
9;2012;"Auger";45,75;0;144598,71;0,9599896;0,18147426;1,8260755
9;2012;"Cabourg";49,25;0;167622,22;0,952604025;-0,440615625;1,0132348
9;2012;"Le Cornard";46;0;127967,47;0,965483;0,37877792;1,61395485
9;2012;"Loguivy";48,75;0;137840,14;0,969862525;0,308605975;1,42336825
9;2012;"Men er Roue";47,5;0;142964,74;0,9166527;0,47422398;1,71093435
9;2012;"Ouest Loscolo";47,5;0;142964,74;0,9166527;0,47422398;1,71093435
9;2012;"Point 1 Boulogne";50,75;1,5;179331,945;0,941663;0,088845625;1,057462
9;2012;"Teychan bis";44,75;0;161551,84;0,91602705;0,67419245;1,2420413
9;2012;"les Hébihens";48,75;0;137840,14;0,969862525;0,308605975;1,42336825
9;2013;"Antifer ponton pétrolier";49,75;0,25;245612,3;0,48728122;1,27214755;-1,82425195
9;2013;"Arcachon - Bouée 7";44,5;0;158417,43;0,658813115;0,0019016248;-0,90064035
9;2013;"At so";50,25;1,5;236492,09;0,58930615;1,7089323;-0,79146852
9;2013;"Auger";45,75;0;177846,435;0,603711095;-0,50976425;-1,5693472
9;2013;"Cabourg";49,25;0;231449,325;0,5980193;0,7505269;-2,19626045
9;2013;"Le Cornard";46;0;176403,945;0,62531857;-0,6149656;-1,6800853
9;2013;"Loguivy";48,75;0;211703,15;0,70671265;0,285083815;-1,8807699
9;2013;"Men er Roue";47,5;0;172060,49;0,674377795;-0,28096356;-1,5494595
9;2013;"Ouest Loscolo";47,5;0;172060,49;0,674377795;-0,28096356;-1,5494595
9;2013;"Point 1 Boulogne";50,75;1,5;282218,89;0,486869215;1,59866175;0,76913107
9;2013;"Teychan bis";44,75;0;152132,995;0,647994125;-0,1116254555;-1,09673555
9;2013;"les Hébihens";48,75;0;211703,15;0,70671265;0,285083815;-1,8807699
9;2014;"Antifer ponton pétrolier";49,75;0,25;225655,33;0,83248895;-1,01812435;-0,101707362
9;2014;"Arcachon - Bouée 7";44,5;0;146675,965;0,81580272;2,3192513;-0,223206305
9;2014;"At so";50,25;1,5;232187,01;0,80901227;-1,1302224;0,122212175
9;2014;"Auger";45,75;0;166281,125;0,9149894;2,2242333;0,40537499
9;2014;"Cabourg";49,25;0;208956,82;0,91353975;0,165788545;0,144302885
9;2014;"Le Cornard";46;0;177715,235;0,90908396;2,24818395;0,343902585
9;2014;"Loguivy";48,75;0;182904,215;0,95748708;0,91114232;0,576678825
9;2014;"Men er Roue";47,5;0;187989,095;0,9138602;1,90822515;0,401832775
9;2014;"Ouest Loscolo";47,5;0;187989,095;0,9138602;1,90822515;0,401832775
9;2014;"Point 1 Boulogne";50,75;1,5;253475,685;0,80316787;-1,15319475;0,79196255
9;2014;"Teychan bis";44,75;0;166392,025;0,83060443;2,230753;-0,26638361
9;2014;"les Hébihens";48,75;0;182904,215;0,95748708;0,91114232;0,576678825
9;2015;"Antifer ponton pétrolier";49,75;0,25;171876,06;0,819251355;2,31741875;1,86072325
9;2015;"Arcachon - Bouée 7";44,5;0;154271,47;0,9838402;1,05394375;0,28823302
9;2015;"At so";50,25;1,5;195203,955;0,83145132;2,41442885;1,4894805
9;2015;"Auger";45,75;0;116315,54;0,977339655;1,78972105;1,4363532
9;2015;"Cabourg";49,25;0;150853,13;0,94608822;1,3171708;1,76367735
9;2015;"Le Cornard";46;0;123905,93;0,98490838;1,80706105;1,4878553
9;2015;"Loguivy";48,75;0;109035,075;0,98969983;1,35361555;2,0990745
9;2015;"Men er Roue";47,5;0;119010,65;0,96563566;1,86095555;1,41046685
9;2015;"Ouest Loscolo";47,5;0;119010,65;0,96563566;1,86095555;1,41046685
9;2015;"Point 1 Boulogne";50,75;1,5;217726,695;0,69908292;2,86011305;2,66433455
9;2015;"Teychan bis";44,75;0;137845,575;0,9873651;1,1511302;0,19413309
9;2015;"les Hébihens";48,75;0;109035,075;0,98969983;1,35361555;2,0990745
9;2016;"Antifer ponton pétrolier";49,75;0,25;250868,065;0,48100956;2,78842855;-1,9815725
9;2016;"Arcachon - Bouée 7";44,5;0;206903,71;0,5861932;1,54841645;-1,31332755
9;2016;"At so";50,25;1,5;246938,815;0,5666763;2,52728925;-1,07685495
9;2016;"Auger";45,75;0;208072,07;0,567363;1,38192015;-1,52298145
9;2016;"Cabourg";49,25;0;262221,83;0,557261225;1,85758425;-0,82201903
9;2016;"Le Cornard";46;0;197497,3;0,549082125;1,38329285;-1,5003065
9;2016;"Loguivy";48,75;0;221053,925;0,566737355;1,653142;-0,6518641
9;2016;"Men er Roue";47,5;0;194992,305;0,584163685;1,70690125;-0,7764535
9;2016;"Ouest Loscolo";47,5;0;194992,305;0,584163685;1,70690125;-0,7764535
9;2016;"Point 1 Boulogne";50,75;1,5;276590,64;0,57009447;1,99908515;-0,906760725
9;2016;"Teychan bis";44,75;0;207852,815;0,56331925;1,41135;-1,430334
9;2016;"les Hébihens";48,75;0;221053,925;0,566737355;1,653142;-0,6518641
9;2017;"Antifer ponton pétrolier";49,75;0,25;216877,19;0,761280585;-1,27845495;-3,08883095
9;2017;"Arcachon - Bouée 7";44,5;0;181284,71;0,58961135;0,419674095;-0,77242852
9;2017;"At so";50,25;1,5;254872,97;0,7775014;-0,51197002;-2,3331412
9;2017;"Auger";45,75;0;180721,625;0,5763661;-0,6210655;-1,2451077
9;2017;"Cabourg";49,25;0;199283,18;0,86600643;-0,51473995;-1,70548975
9;2017;"Le Cornard";46;0;180822,475;0,575404765;-0,73279065;-1,3392003
9;2017;"Loguivy";48,75;0;182878,06;0,89625075;-0,230469325;-1,51116185
9;2017;"Men er Roue";47,5;0;191454;0,79552285;-0,40393614;-1,37626035
9;2017;"Ouest Loscolo";47,5;0;191454;0,79552285;-0,40393614;-1,37626035
9;2017;"Point 1 Boulogne";50,75;1,5;244731,91;0,779546205;-0,824178325;-3,1801417
9;2017;"Teychan bis";44,75;0;184460,56;0,589290875;0,237177705;-0,8389287
9;2017;"les Hébihens";48,75;0;182878,06;0,89625075;-0,230469325;-1,51116185
9;2018;"Antifer ponton pétrolier";49,75;0,25;212574,845;0,7942716;2,6208588;-0,23673162
9;2018;"Arcachon - Bouée 7";44,5;0;155638,85;0,68655487;1,44535345;-0,92708635
9;2018;"At so";50,25;1,5;187013,135;0,64832985;2,1337497;0,5275913
9;2018;"Auger";45,75;0;190396,225;0,60940288;0,92040787;-0,43699514
9;2018;"Cabourg";49,25;0;207374,44;0,86004;1,9130351;-0,53149765
9;2018;"Le Cornard";46;0;181322,925;0,648909725;1,0776902;-0,21691379
9;2018;"Loguivy";48,75;0;174739,78;0,85982635;1,5088628;-0,6106776
9;2018;"Men er Roue";47,5;0;202188,665;0,8229289;0,9617598;-0,28356696
9;2018;"Ouest Loscolo";47,5;0;202188,665;0,8229289;0,9617598;-0,28356696
9;2018;"Point 1 Boulogne";50,75;1,5;196735,615;0,664321815;1,73764075;0,9875673
9;2018;"Teychan bis";44,75;0;165396,755;0,66026276;1,1554791;-0,90268225
9;2018;"les Hébihens";48,75;0;174739,78;0,85982635;1,5088628;-0,6106776
9;2019;"Antifer ponton pétrolier";49,75;0,25;238592,605;0,68312148;0,74477693;-1,6376828
9;2019;"Arcachon - Bouée 7";44,5;0;182934,59;0,73424075;1,1964916;-0,9761972
9;2019;"At so";50,25;1,5;242828,31;0,67511025;0,8507861;-0,9636467
9;2019;"Auger";45,75;0;191942,955;0,78441395;0,49495346;-1,16072065
9;2019;"Cabourg";49,25;0;216419,09;0,770909325;0,82437247;-0,5012233
9;2019;"Le Cornard";46;0;188967,805;0,77974455;0,444171785;-1,19816525
9;2019;"Loguivy";48,75;0;185301,15;0,8695314;0,715459975;-0,553754155
9;2019;"Men er Roue";47,5;0;203050,3;0,8443685;0,431815895;-1,0189919
9;2019;"Ouest Loscolo";47,5;0;203050,3;0,8443685;0,431815895;-1,0189919
9;2019;"Point 1 Boulogne";50,75;1,5;265939,93;0,664398085;0,48565049;-0,586812675
9;2019;"Teychan bis";44,75;0;185389,89;0,7237117;1,201626;-1,0244447
9;2019;"les Hébihens";48,75;0;185301,15;0,8695314;0,715459975;-0,553754155
9;2020;"Antifer ponton pétrolier";49,75;0,25;233006,045;0,609586;-0,702499965;-1,0157125
9;2020;"Arcachon - Bouée 7";44,5;0;134245,2;0,983077235;1,61302855;0,506091
9;2020;"At so";50,25;1,5;237777,3;0,438557665;-0,49016097;-0,77126366
9;2020;"Auger";45,75;0;111867,813;0,9208948;1,49451235;1,1055481
9;2020;"Cabourg";49,25;0;199783,595;0,71272487;0,339832265;-0,105474015
9;2020;"Le Cornard";46;0;125865,665;0,9296385;1,6694018;0,98747232
9;2020;"Loguivy";48,75;0;162944,15;0,73703325;0,58280865;0,4306906
9;2020;"Men er Roue";47,5;0;141117,6;0,800833165;1,45894185;0,67820088
9;2020;"Ouest Loscolo";47,5;0;141117,6;0,800833165;1,45894185;0,67820088
9;2020;"Point 1 Boulogne";50,75;1,5;239267,57;0,481574165;-1,3658244;-1,3957922
9;2020;"Teychan bis";44,75;0;137794,015;0,9870752;1,44372305;0,543979945
9;2020;"les Hébihens";48,75;0;162944,15;0,73703325;0,58280865;0,4306906
9;2021;"Antifer ponton pétrolier";49,75;0,25;299755,47;0,29485908;-0,10268928;-2,57072905
9;2021;"Arcachon - Bouée 7";44,5;0;184349,315;0,93233943;1,1591053;0,153498295
9;2021;"At so";50,25;1,5;291953,83;0,356080145;-0,09097332;-1,63875465
9;2021;"Auger";45,75;0;154203,975;0,836265715;0,810791935;0,09864675
9;2021;"Cabourg";49,25;0;272969,92;0,367524755;0,116858005;-1,57272785
9;2021;"Le Cornard";46;0;166099,74;0,759235825;0,62018543;-0,0387475
9;2021;"Loguivy";48,75;0;208014,22;0,47876643;-0,222115795;-1,45643485
9;2021;"Men er Roue";47,5;0;185320,505;0,475210965;-0,35888845;-1,4169136
9;2021;"Ouest Loscolo";47,5;0;185320,505;0,475210965;-0,35888845;-1,4169136
9;2021;"Point 1 Boulogne";50,75;1,5;314636,315;0,284558935;-0,75351085;-2,0037541
9;2021;"Teychan bis";44,75;0;169612,93;0,9294554;1,2751076;0,101517245
9;2021;"les Hébihens";48,75;0;208014,22;0,47876643;-0,222115795;-1,45643485
9;2022;"Antifer ponton pétrolier";49,75;0,25;247288,44;0,541421875;-3,4097243;-3,97030855
9;2022;"Arcachon - Bouée 7";44,5;0;173304,025;0,82924633;1,1876226;-1,02059715
9;2022;"At so";50,25;1,5;266798,2;0,6211527;-2,00920185;-3,2746558
9;2022;"Auger";45,75;0;183715,045;0,897959795;-0,412318125;-1,6656629
