"Week";"Year";"Code_point_Libelle";"latitude";"longitude";"ssr";"tcc";"u10";"v10"
1;2007;"Antifer ponton pétrolier";49,75;0,25;0;0,931362825;6,8635683;3,9105192
1;2007;"Arcachon - Bouée 7";44,5;0;0;0,79880365;1,9364964;1,43009635
1;2007;"At so";50,25;1,5;0;0,9577007;6,9219603;2,62280635
1;2007;"Auger";45,75;0;0;0,971190095;2,3664321;1,93615155
1;2007;"Cabourg";49,25;0;0;0,919750365;3,9580886;2,7215717
1;2007;"Le Cornard";46;0;0;0,9808341;2,6659272;1,9784796
1;2007;"Loguivy";48,75;0;0;0,98062044;3,38641085;2,59552825
1;2007;"Men er Roue";47,5;0;0;0,93197318;3,4532793;2,0918247
1;2007;"Ouest Loscolo";47,5;0;0;0,93197318;3,4532793;2,0918247
1;2007;"Point 1 Boulogne";50,75;1,5;0;0,966642735;7,7898371;2,3119304
1;2007;"Teychan bis";44,75;0;0;0,8772527;1,8446701;1,5500258
1;2007;"les Hébihens";48,75;0;0;0,98062044;3,38641085;2,59552825
1;2008;"Antifer ponton pétrolier";49,75;0,25;2,3283064e-10;0,899134785;0,46945157;2,8827335
1;2008;"Arcachon - Bouée 7";44,5;0;2,3283064e-10;0,96884013;0,8213736;2,05383015
1;2008;"At so";50,25;1,5;2,3283064e-10;0,8712099;-0,008927148;2,21327045
1;2008;"Auger";45,75;0;2,3283064e-10;0,98499992;-0,32653924;3,0132694
1;2008;"Cabourg";49,25;0;2,3283064e-10;0,9575786;-0,469170605;1,843574
1;2008;"Le Cornard";46;0;2,3283064e-10;0,993163765;0,2023241;2,72562405
1;2008;"Loguivy";48,75;0;2,3283064e-10;0,98437427;-0,536810215;1,7424086
1;2008;"Men er Roue";47,5;0;2,3283064e-10;0,97582895;-1,0735158;1,5405441
1;2008;"Ouest Loscolo";47,5;0;2,3283064e-10;0,97582895;-1,0735158;1,5405441
1;2008;"Point 1 Boulogne";50,75;1,5;2,3283064e-10;0,88624055;-0,699537385;2,2225945
1;2008;"Teychan bis";44,75;0;2,3283064e-10;0,97943023;0,464059985;2,1997507
1;2008;"les Hébihens";48,75;0;2,3283064e-10;0,98437427;-0,536810215;1,7424086
1;2009;"Antifer ponton pétrolier";49,75;0,25;0;0,80783725;-5,4298685;-1,54188665
1;2009;"Arcachon - Bouée 7";44,5;0;0;0,86284775;-0,36891377;-0,96180591
1;2009;"At so";50,25;1,5;0;0,80396138;-3,16582955;-1,79030795
1;2009;"Auger";45,75;0;0;0,84555873;-2,22756265;-2,7158494
1;2009;"Cabourg";49,25;0;0;0,88398213;-2,74805775;-0,92816555
1;2009;"Le Cornard";46;0;0;0,89806664;-3,1167607;-3,10443875
1;2009;"Loguivy";48,75;0;0;0,9546946;-2,0675161;-1,62426245
1;2009;"Men er Roue";47,5;0;0;0,918438045;-3,2281972;-1,9938753
1;2009;"Ouest Loscolo";47,5;0;0;0,918438045;-3,2281972;-1,9938753
1;2009;"Point 1 Boulogne";50,75;1,5;0;0,900035085;-2,18399705;-2,148276
1;2009;"Teychan bis";44,75;0;0;0,897029;-0,5739017;-1,02606765
1;2009;"les Hébihens";48,75;0;0;0,9546946;-2,0675161;-1,62426245
1;2010;"Antifer ponton pétrolier";49,75;0,25;0;0,620969585;-1,4379363;-0,29311529
1;2010;"Arcachon - Bouée 7";44,5;0;0;0,99192775;0,059809813;-0,89701082
1;2010;"At so";50,25;1,5;0;0,526559145;-0,0208424261;-0,39253364
1;2010;"Auger";45,75;0;0;0,928265155;-1,07045745;-0,910645375
1;2010;"Cabourg";49,25;0;0;0,551050605;-0,488852605;0,090355563
1;2010;"Le Cornard";46;0;0;0,93325498;-1,27606395;-1,15833915
1;2010;"Loguivy";48,75;0;0;0,750934625;-0,43716702;-0,46581918
1;2010;"Men er Roue";47,5;0;0;0,751957025;-0,39400102;-1,503747
1;2010;"Ouest Loscolo";47,5;0;0;0,751957025;-0,39400102;-1,503747
1;2010;"Point 1 Boulogne";50,75;1,5;0;0,55791738;0,22622606;-1,27196015
1;2010;"Teychan bis";44,75;0;0;0,99368255;-0,159427965;-0,894738435
1;2010;"les Hébihens";48,75;0;0;0,750934625;-0,43716702;-0,46581918
1;2011;"Antifer ponton pétrolier";49,75;0,25;0;0,973463745;0,7326246;4,5219755
1;2011;"Arcachon - Bouée 7";44,5;0;0;0,971907285;-1,2583813;0,6545701
1;2011;"At so";50,25;1,5;0;0,975951035;0,76449016;3,82347215
1;2011;"Auger";45,75;0;0;0,9753254;-1,55166225;0,555384275
1;2011;"Cabourg";49,25;0;0;0,9700609;0,281196195;3,4649744
1;2011;"Le Cornard";46;0;0;0,96816874;-1,6549302;0,36709941
1;2011;"Loguivy";48,75;0;0;0,98936415;0,141341885;3,16825745
1;2011;"Men er Roue";47,5;0;0;0,982604185;-0,824655935;1,84227795
1;2011;"Ouest Loscolo";47,5;0;0;0,982604185;-0,824655935;1,84227795
1;2011;"Point 1 Boulogne";50,75;1,5;0;0,96117988;1,184053;2,8164842
1;2011;"Teychan bis";44,75;0;0;0,929257;-1,34453625;0,6579323
1;2011;"les Hébihens";48,75;0;0;0,98936415;0,141341885;3,16825745
1;2012;"Antifer ponton pétrolier";49,75;0,25;0;0,92036075;9,161089;1,49167125
1;2012;"Arcachon - Bouée 7";44,5;0;0;0,86846322;2,661586;0,8217148
1;2012;"At so";50,25;1,5;0;0,878961735;7,7017713;0,95319725
1;2012;"Auger";45,75;0;0;0,977339655;3,14561725;0,845874165
1;2012;"Cabourg";49,25;0;0;0,983702875;5,4106903;1,4256977
1;2012;"Le Cornard";46;0;0;0,990905345;3,6127917;0,9202105
1;2012;"Loguivy";48,75;0;0;1;4,54762185;1,0916487
1;2012;"Men er Roue";47,5;0;0;0,99499488;4,3756823;1,18363995
1;2012;"Ouest Loscolo";47,5;0;0;0,99499488;4,3756823;1,18363995
1;2012;"Point 1 Boulogne";50,75;1,5;0;0,849327825;7,9213912;1,38899415
1;2012;"Teychan bis";44,75;0;0;0,90650514;2,7092668;0,6985952
1;2012;"les Hébihens";48,75;0;0;1;4,54762185;1,0916487
1;2013;"Antifer ponton pétrolier";49,75;0,25;0;1;4,91902885;1,33050045
1;2013;"Arcachon - Bouée 7";44,5;0;0;0,88221203;0,55335443;-1,12799065
1;2013;"At so";50,25;1,5;0;1;4,79517185;0,130355075
1;2013;"Auger";45,75;0;0;0,965879795;0,0689225765;-1,47953885
1;2013;"Cabourg";49,25;0;0;1;2,584264;0,65134118
1;2013;"Le Cornard";46;0;0;0,96940472;-0,23782639;-1,4250935
1;2013;"Loguivy";48,75;0;0;1;1,8139191;0,100316245
1;2013;"Men er Roue";47,5;0;0;0,99760425;1,01463543;-0,417853715
1;2013;"Ouest Loscolo";47,5;0;0;0,99760425;1,01463543;-0,417853715
1;2013;"Point 1 Boulogne";50,75;1,5;0;0,99398774;4,74366115;0,7151737
1;2013;"Teychan bis";44,75;0;0;0,910869325;0,406346455;-1,1012373
1;2013;"les Hébihens";48,75;0;0;1;1,8139191;0,100316245
1;2014;"Antifer ponton pétrolier";49,75;0,25;2,3283064e-10;0,79675888;4,0913695;9,2744
1;2014;"Arcachon - Bouée 7";44,5;0;2,3283064e-10;0,98153603;-0,396976935;2,81636825
1;2014;"At so";50,25;1,5;2,3283064e-10;0,77318296;3,2501731;8,19322
1;2014;"Auger";45,75;0;2,3283064e-10;0,98998976;0,392166735;4,16670865
1;2014;"Cabourg";49,25;0;2,3283064e-10;0,837722975;2,5828139;6,84968765
1;2014;"Le Cornard";46;0;2,3283064e-10;0,99182093;0,825287275;4,5370878
1;2014;"Loguivy";48,75;0;2,3283064e-10;0,9285856;2,59852805;6,09031965
1;2014;"Men er Roue";47,5;0;2,3283064e-10;0,8736362;1,8629106;4,81759545
1;2014;"Ouest Loscolo";47,5;0;2,3283064e-10;0,8736362;1,8629106;4,81759545
1;2014;"Point 1 Boulogne";50,75;1,5;2,3283064e-10;0,798803665;4,3275727;9,2753075
1;2014;"Teychan bis";44,75;0;2,3283064e-10;0,9800101;-0,36456655;2,96070715
1;2014;"les Hébihens";48,75;0;2,3283064e-10;0,9285856;2,59852805;6,09031965
1;2015;"Antifer ponton pétrolier";49,75;0,25;2,3283064e-10;0,8650451;2,3064018;5,0611595
1;2015;"Arcachon - Bouée 7";44,5;0;2,3283064e-10;0,93218684;-0,48339452;0,71965248
1;2015;"At so";50,25;1,5;2,3283064e-10;0,9341095;2,2423377;4,1822348
1;2015;"Auger";45,75;0;2,3283064e-10;0,99058488;-0,48990104;2,0841404
1;2015;"Cabourg";49,25;0;2,3283064e-10;0,917400375;0,929021265;2,8508192
1;2015;"Le Cornard";46;0;2,3283064e-10;0,99182093;-0,120530793;2,0440526
1;2015;"Loguivy";48,75;0;2,3283064e-10;0,970778075;1,00960202;2,33318575
1;2015;"Men er Roue";47,5;0;2,3283064e-10;0,9952085;0,112702995;0,9045574
1;2015;"Ouest Loscolo";47,5;0;2,3283064e-10;0,9952085;0,112702995;0,9045574
1;2015;"Point 1 Boulogne";50,75;1,5;2,3283064e-10;0,96053898;2,83343025;4,609671
1;2015;"Teychan bis";44,75;0;2,3283064e-10;0,932675135;-0,72813985;0,85645205
1;2015;"les Hébihens";48,75;0;2,3283064e-10;0,970778075;1,00960202;2,33318575
1;2016;"Antifer ponton pétrolier";49,75;0,25;0;0,9454626;3,78669185;6,53720085
1;2016;"Arcachon - Bouée 7";44,5;0;0;0,99922177;3,35108915;2,31793275
1;2016;"At so";50,25;1,5;0;0,95161215;2,0037128;6,06782425
1;2016;"Auger";45,75;0;0;0,95382478;2,93019245;2,90837885
1;2016;"Cabourg";49,25;0;0;0,94480642;2,41751005;4,5754113
1;2016;"Le Cornard";46;0;0;0,93174431;3,12897745;3,15284585
1;2016;"Loguivy";48,75;0;0;0,95640365;2,6629485;4,08601165
1;2016;"Men er Roue";47,5;0;0;0,87583355;2,97431065;3,40755725
1;2016;"Ouest Loscolo";47,5;0;0;0,87583355;2,97431065;3,40755725
1;2016;"Point 1 Boulogne";50,75;1,5;0;0,96438435;1,72074855;5,93557955
1;2016;"Teychan bis";44,75;0;0;0,9852899;3,08485925;2,3146732
1;2016;"les Hébihens";48,75;0;0;0,95640365;2,6629485;4,08601165
1;2017;"Antifer ponton pétrolier";49,75;0,25;-2,3283064e-10;0,87592513;0,99430865;-1,03349707
1;2017;"Arcachon - Bouée 7";44,5;0;-2,3283064e-10;0,09805747;-0,51326731;-1,32704185
1;2017;"At so";50,25;1,5;-2,3283064e-10;0,82204385;1,33243705;-1,2082859
1;2017;"Auger";45,75;0;-2,3283064e-10;0,76794895;-1,64259095;-1,79662985
1;2017;"Cabourg";49,25;0;-2,3283064e-10;0,82363085;0,228190885;1,1726883
1;2017;"Le Cornard";46;0;-2,3283064e-10;0,85100635;-1,5798972;-1,7284706
1;2017;"Loguivy";48,75;0;-2,3283064e-10;0,98423697;0,19517217;0,84150955
1;2017;"Men er Roue";47,5;0;-2,3283064e-10;0,956769885;-0,7786709;-0,51289425
1;2017;"Ouest Loscolo";47,5;0;-2,3283064e-10;0,956769885;-0,7786709;-0,51289425
1;2017;"Point 1 Boulogne";50,75;1,5;-2,3283064e-10;0,86699828;1,87327515;-1,68330985
1;2017;"Teychan bis";44,75;0;-2,3283064e-10;0,158500295;-0,86560627;-1,4102547
1;2017;"les Hébihens";48,75;0;-2,3283064e-10;0,98423697;0,19517217;0,84150955
1;2018;"Antifer ponton pétrolier";49,75;0,25;0;1;6,91651415;2,86670625
1;2018;"Arcachon - Bouée 7";44,5;0;0;1;3,856757;0,91856785
1;2018;"At so";50,25;1,5;0;0,9934079;6,129194;1,8275998
1;2018;"Auger";45,75;0;0;1;4,3484085;1,4825549
1;2018;"Cabourg";49,25;0;0;1;4,0900014;2,0376055
1;2018;"Le Cornard";46;0;0;1;4,3164708;1,733271
1;2018;"Loguivy";48,75;0;0;1;3,73771545;1,88866525
1;2018;"Men er Roue";47,5;0;0;1;4,0348358;1,9661142
1;2018;"Ouest Loscolo";47,5;0;0;1;4,0348358;1,9661142
1;2018;"Point 1 Boulogne";50,75;1,5;0;0,97506601;6,84634735;2,24363965
1;2018;"Teychan bis";44,75;0;0;1;3,6520635;1,01984725
1;2018;"les Hébihens";48,75;0;0;1;3,73771545;1,88866525
1;2019;"Antifer ponton pétrolier";49,75;0,25;0;0,9242214;0,613697645;-3,80574605
1;2019;"Arcachon - Bouée 7";44,5;0;0;0,168953045;0,862911475;-1,99872185
1;2019;"At so";50,25;1,5;0;0,912730995;1,35567515;-3,0541145
1;2019;"Auger";45,75;0;0;0,77379335;-1,59996295;-2,75788875
1;2019;"Cabourg";49,25;0;0;0,902156165;1,00167825;-1,58852695
1;2019;"Le Cornard";46;0;0;0,871332;-2,0228713;-2,8238213
1;2019;"Loguivy";48,75;0;0;0,911571265;1,06067775;-1,59982975
1;2019;"Men er Roue";47,5;0;0;0,7849938;-0,18586332;-1,95963335
1;2019;"Ouest Loscolo";47,5;0;0;0,7849938;-0,18586332;-1,95963335
1;2019;"Point 1 Boulogne";50,75;1,5;0;0,88569115;2,01127745;-3,66587485
1;2019;"Teychan bis";44,75;0;0;0,22547419;0,212973185;-2,2464401
1;2019;"les Hébihens";48,75;0;0;0,911571265;1,06067775;-1,59982975
1;2020;"Antifer ponton pétrolier";49,75;0,25;0;0,865502865;3,07898055;3,4240143
1;2020;"Arcachon - Bouée 7";44,5;0;0;0,95571697;0,32346059;1,1629417
1;2020;"At so";50,25;1,5;0;0,85421085;2,5611206;3,2846917
1;2020;"Auger";45,75;0;0;0,982344775;-0,127203845;2,3772963
1;2020;"Cabourg";49,25;0;0;0,955045555;1,7608376;2,03483215
1;2020;"Le Cornard";46;0;0;0,98275675;0,0779192;2,628976
1;2020;"Loguivy";48,75;0;0;0,9987487;1,5708714;1,98224905
1;2020;"Men er Roue";47,5;0;0;0,9706255;1,11616515;1,9332614
1;2020;"Ouest Loscolo";47,5;0;0;0,9706255;1,11616515;1,9332614
1;2020;"Point 1 Boulogne";50,75;1,5;0;0,803732475;3,61704955;3,2312096
1;2020;"Teychan bis";44,75;0;0;0,9779348;0,050131597;1,363836
1;2020;"les Hébihens";48,75;0;0;0,9987487;1,5708714;1,98224905
1;2021;"Antifer ponton pétrolier";49,75;0,25;0;0,888147975;-2,89433595;-2,21067475
1;2021;"Arcachon - Bouée 7";44,5;0;0;0,88729343;-0,068836239;-1,007050775
1;2021;"At so";50,25;1,5;0;0,9328735;-2,34044575;-2,6746054
1;2021;"Auger";45,75;0;0;0,8517083;-0,7833358;-1,8153374
1;2021;"Cabourg";49,25;0;0;0,9387179;-0,6580511;-0,91621122
1;2021;"Le Cornard";46;0;0;0,88917035;-0,968436895;-1,95206025
1;2021;"Loguivy";48,75;0;0;0,9704576;-0,358498225;-1,50481445
1;2021;"Men er Roue";47,5;0;0;0,93603224;-0,48519591;-1,5673825
1;2021;"Ouest Loscolo";47,5;0;0;0,93603224;-0,48519591;-1,5673825
1;2021;"Point 1 Boulogne";50,75;1,5;0;0,94366197;-2,3004111;-3,33319225
1;2021;"Teychan bis";44,75;0;0;0,84769505;-0,195062925;-1,38014185
1;2021;"les Hébihens";48,75;0;0;0,9704576;-0,358498225;-1,50481445
1;2022;"Antifer ponton pétrolier";49,75;0,25;2,3283064e-10;0,899928275;5,4608645;3,8761299
1;2022;"Arcachon - Bouée 7";44,5;0;2,3283064e-10;0,804648;0,7538596;1,12467215
1;2022;"At so";50,25;1,5;2,3283064e-10;0,89779195;4,82812825;3,288966
1;2022;"Auger";45,75;0;2,3283064e-10;0,8849587;1,09705655;2,1163143
1;2022;"Cabourg";49,25;0;2,3283064e-10;0,9074665;3,50687325;3,1079565
1;2022;"Le Cornard";46;0;2,3283064e-10;0,91408908;1,4864736;2,36324715
1;2022;"Loguivy";48,75;0;2,3283064e-10;0,939999675;3,1488007;2,8939852
1;2022;"Men er Roue";47,5;0;2,3283064e-10;0,94802621;3,0271412;2,43140505
1;2022;"Ouest Loscolo";47,5;0;2,3283064e-10;0,94802621;3,0271412;2,43140505
1;2022;"Point 1 Boulogne";50,75;1,5;2,3283064e-10;0,89025375;5,232421;3,55321765
1;2022;"Teychan bis";44,75;0;2,3283064e-10;0,7838341;0,62369975;1,43305895
1;2022;"les Hébihens";48,75;0;2,3283064e-10;0,939999675;3,1488007;2,8939852
2;2007;"Antifer ponton pétrolier";49,75;0,25;0;0,94479115;7,73285735;5,702876
2;2007;"Arcachon - Bouée 7";44,5;0;0;0,96615446;1,417089;1,0185738
2;2007;"At so";50,25;1,5;0;0,9592419;7,830335;4,9480262
2;2007;"Auger";45,75;0;0;1;2,1257999;1,51051965
2;2007;"Cabourg";49,25;0;0;0,957197135;4,41486595;3,5450871
2;2007;"Le Cornard";46;0;0;1;2,57975175;1,7376801
2;2007;"Loguivy";48,75;0;0;0,99014238;3,82576455;3,1326239
2;2007;"Men er Roue";47,5;0;0;0,98998976;3,3327278;2,34908495
2;2007;"Ouest Loscolo";47,5;0;0;0,98998976;3,3327278;2,34908495
2;2007;"Point 1 Boulogne";50,75;1,5;0;0,98072725;8,694915;5,442794
2;2007;"Teychan bis";44,75;0;0;0,972655;1,4589995;1,00540505
2;2007;"les Hébihens";48,75;0;0;0,99014238;3,82576455;3,1326239
2;2008;"Antifer ponton pétrolier";49,75;0,25;2,3283064e-10;0,970030375;3,04024695;8,442633
2;2008;"Arcachon - Bouée 7";44,5;0;2,3283064e-10;0,83001695;-0,93088448;2,31257105
2;2008;"At so";50,25;1,5;2,3283064e-10;0,969481025;2,8142915;7,5312125
2;2008;"Auger";45,75;0;2,3283064e-10;0,830032195;-0,340753365;3,60254615
2;2008;"Cabourg";49,25;0;2,3283064e-10;0,972441375;1,85410305;6,11909285
2;2008;"Le Cornard";46;0;2,3283064e-10;0,8346711;0,0601828915;3,8762054
2;2008;"Loguivy";48,75;0;2,3283064e-10;0,9990539;1,80704945;5,6263195
2;2008;"Men er Roue";47,5;0;2,3283064e-10;0,9330261;1,08408975;4,21326785
2;2008;"Ouest Loscolo";47,5;0;2,3283064e-10;0,9330261;1,08408975;4,21326785
2;2008;"Point 1 Boulogne";50,75;1,5;2,3283064e-10;0,96526942;3,89750555;8,414195
2;2008;"Teychan bis";44,75;0;2,3283064e-10;0,856896525;-1,01077765;2,42772235
2;2008;"les Hébihens";48,75;0;2,3283064e-10;0,9990539;1,80704945;5,6263195
2;2009;"Antifer ponton pétrolier";49,75;0,25;0;0,7046526;1,0206017;2,7274215
2;2009;"Arcachon - Bouée 7";44,5;0;0;0,958082185;-0,8609765;0,6615577
2;2009;"At so";50,25;1,5;0;0,72635163;1,05040975;2,39533065
2;2009;"Auger";45,75;0;0;0,357163575;-1,2659079;0,36785135
2;2009;"Cabourg";49,25;0;0;0,4983825;-0,057992496;1,8717485
2;2009;"Le Cornard";46;0;0;0,475928155;-1,14529975;0,20655008
2;2009;"Loguivy";48,75;0;0;0,50170905;0,058488339;1,70872205
2;2009;"Men er Roue";47,5;0;0;0,395007105;-1,13383515;0,7555782
2;2009;"Ouest Loscolo";47,5;0;0;0,395007105;-1,13383515;0,7555782
2;2009;"Point 1 Boulogne";50,75;1,5;0;0,776219615;1,76901395;2,65798435
2;2009;"Teychan bis";44,75;0;0;0,847084665;-0,97654015;0,48861167
2;2009;"les Hébihens";48,75;0;0;0,50170905;0,058488339;1,70872205
2;2010;"Antifer ponton pétrolier";49,75;0,25;0;0,9643691;-4,02051175;1,4032461
2;2010;"Arcachon - Bouée 7";44,5;0;0;0,98998976;0,369355375;0,2880561
2;2010;"At so";50,25;1,5;0;0,9557017;-3,7916186;0,647098395
2;2010;"Auger";45,75;0;0;0,977339655;-0,71263417;-0,585689335
2;2010;"Cabourg";49,25;0;0;0,97756857;-1,69125255;0,71072617
2;2010;"Le Cornard";46;0;0;0,98174965;-0,900065425;-0,649317085
2;2010;"Loguivy";48,75;0;0;0,98264995;-1,007412435;0,49427819
2;2010;"Men er Roue";47,5;0;0;0,964796375;-0,74728053;-0,44309499
2;2010;"Ouest Loscolo";47,5;0;0;0,964796375;-0,74728053;-0,44309499
2;2010;"Point 1 Boulogne";50,75;1,5;0;0,95567119;-4,316994;0,901041325
2;2010;"Teychan bis";44,75;0;0;0,98205485;0,193851565;-0,0891656
2;2010;"les Hébihens";48,75;0;0;0,98264995;-1,007412435;0,49427819
2;2011;"Antifer ponton pétrolier";49,75;0,25;0;0,99650558;6,1314725;5,50836985
2;2011;"Arcachon - Bouée 7";44,5;0;0;0,97424197;1,2613565;1,474534
2;2011;"At so";50,25;1,5;0;0,9969481;5,56851475;4,4059784
2;2011;"Auger";45,75;0;0;0,97646983;1,3427906;1,99231745
2;2011;"Cabourg";49,25;0;0;0,99252284;3,8359738;3,77093735
2;2011;"Le Cornard";46;0;0;0,98092565;1,6396122;2,2196883
2;2011;"Loguivy";48,75;0;0;1;3,36271155;3,3754549
2;2011;"Men er Roue";47,5;0;0;0,98979138;2,6274439;2,56011415
2;2011;"Ouest Loscolo";47,5;0;0;0,98979138;2,6274439;2,56011415
2;2011;"Point 1 Boulogne";50,75;1,5;0;1;5,96329335;4,8607201
2;2011;"Teychan bis";44,75;0;0;0,9739673;1,1510073;1,5384164
2;2011;"les Hébihens";48,75;0;0;1;3,36271155;3,3754549
2;2012;"Antifer ponton pétrolier";49,75;0,25;0;0,68742465;4,10693665;-0,0029541163
2;2012;"Arcachon - Bouée 7";44,5;0;0;0,739581575;-0,364451455;-1,2573801
2;2012;"At so";50,25;1,5;0;0,72654997;4,0318035;-0,422025325
2;2012;"Auger";45,75;0;0;0,59902644;-1,249193;-1,5960751
2;2012;"Cabourg";49,25;0;0;0,76475972;1,978163;0,03793088
2;2012;"Le Cornard";46;0;0;0,6559138;-1,47507415;-1,5872477
2;2012;"Loguivy";48,75;0;0;0,61123405;1,3510898;-0,676162735
2;2012;"Men er Roue";47,5;0;0;0,732928465;-0,97322298;-1,12961445
2;2012;"Ouest Loscolo";47,5;0;0;0,732928465;-0,97322298;-1,12961445
2;2012;"Point 1 Boulogne";50,75;1,5;0;0,72886942;4,5298018;-0,30866238
2;2012;"Teychan bis";44,75;0;0;0,59554725;-0,59274077;-1,2759642
2;2012;"les Hébihens";48,75;0;0;0,61123405;1,3510898;-0,676162735
2;2013;"Antifer ponton pétrolier";49,75;0,25;0;0,99499487;1,51527295;1,7069247
2;2013;"Arcachon - Bouée 7";44,5;0;0;0,96307206;0,999587335;0,41056112
2;2013;"At so";50,25;1,5;0;0,9951322;0,50415884;0,076379045
2;2013;"Auger";45,75;0;0;0,99058488;0,33515753;0,4542113
2;2013;"Cabourg";49,25;0;0;0,98998976;0,904090075;1,48257215
2;2013;"Le Cornard";46;0;0;0,991332615;0,54988182;0,5133503
2;2013;"Loguivy";48,75;0;0;1;1,24845915;1,366641
2;2013;"Men er Roue";47,5;0;0;0,99478126;1,3792616;0,605344205
2;2013;"Ouest Loscolo";47,5;0;0;0,99478126;1,3792616;0,605344205
2;2013;"Point 1 Boulogne";50,75;1,5;0;0,996002;0,4300761;-0,57086405
2;2013;"Teychan bis";44,75;0;0;0,9539621;0,850264275;0,41619339
2;2013;"les Hébihens";48,75;0;0;1;1,24845915;1,366641
2;2014;"Antifer ponton pétrolier";49,75;0,25;2,3283064e-10;0,93339235;2,4418779;5,1707262
2;2014;"Arcachon - Bouée 7";44,5;0;2,3283064e-10;0,87536052;-0,98625665;1,63623885
2;2014;"At so";50,25;1,5;2,3283064e-10;0,901637335;2,33629855;4,5874703
2;2014;"Auger";45,75;0;2,3283064e-10;0,8979598;-0,513850735;2,124177
2;2014;"Cabourg";49,25;0;2,3283064e-10;0,879434795;1,0521599;3,1735843
2;2014;"Le Cornard";46;0;2,3283064e-10;0,900492885;-0,11314057;1,96985235
2;2014;"Loguivy";48,75;0;2,3283064e-10;0,975478025;1,1199271;3,0728195
2;2014;"Men er Roue";47,5;0;2,3283064e-10;0,9182397;0,96475014;1,62352975
2;2014;"Ouest Loscolo";47,5;0;2,3283064e-10;0,9182397;0,96475014;1,62352975
2;2014;"Point 1 Boulogne";50,75;1,5;2,3283064e-10;0,892008605;3,49079565;4,823042
2;2014;"Teychan bis";44,75;0;2,3283064e-10;0,90825995;-1,13063015;1,5232187
2;2014;"les Hébihens";48,75;0;2,3283064e-10;0,975478025;1,1199271;3,0728195
2;2015;"Antifer ponton pétrolier";49,75;0,25;2,3283064e-10;1;8,866478;6,07788585
2;2015;"Arcachon - Bouée 7";44,5;0;2,3283064e-10;0,93766502;1,7663606;1,680256
2;2015;"At so";50,25;1,5;2,3283064e-10;1;8,5997105;5,3648245
2;2015;"Auger";45,75;0;2,3283064e-10;0,94856027;2,25084625;2,8332809
2;2015;"Cabourg";49,25;0;2,3283064e-10;1;4,9635655;4,05144825
2;2015;"Le Cornard";46;0;2,3283064e-10;0,9572429;2,52562165;3,2000841
2;2015;"Loguivy";48,75;0;2,3283064e-10;1;4,30890915;3,62050475
2;2015;"Men er Roue";47,5;0;2,3283064e-10;0,98979138;3,78037935;3,2020885
2;2015;"Ouest Loscolo";47,5;0;2,3283064e-10;0,98979138;3,78037935;3,2020885
2;2015;"Point 1 Boulogne";50,75;1,5;2,3283064e-10;1;9,301914;5,6990564
2;2015;"Teychan bis";44,75;0;2,3283064e-10;0,934262115;1,8244188;1,7509107
2;2015;"les Hébihens";48,75;0;2,3283064e-10;1;4,30890915;3,62050475
2;2016;"Antifer ponton pétrolier";49,75;0,25;0;0,6323684;5,5600357;5,4946073
2;2016;"Arcachon - Bouée 7";44,5;0;0;0,98654113;2,15837965;1,7451813
2;2016;"At so";50,25;1,5;0;0,7623945;5,13761775;4,79566465
2;2016;"Auger";45,75;0;0;0,99560525;1,63606215;2,41897905
2;2016;"Cabourg";49,25;0;0;0,709337265;2,7887104;3,7204751
2;2016;"Le Cornard";46;0;0;0,99542215;1,9666942;2,6597209
2;2016;"Loguivy";48,75;0;0;0,926861285;2,5660915;3,2543579
2;2016;"Men er Roue";47,5;0;0;0,93291926;2,5255232;2,7807902
2;2016;"Ouest Loscolo";47,5;0;0;0,93291926;2,5255232;2,7807902
2;2016;"Point 1 Boulogne";50,75;1,5;0;0,87714585;5,862777;5,3311636
2;2016;"Teychan bis";44,75;0;0;0,98969983;1,96213025;1,87416675
2;2016;"les Hébihens";48,75;0;0;0,926861285;2,5660915;3,2543579
2;2017;"Antifer ponton pétrolier";49,75;0,25;-2,3283064e-10;0,8168709;5,48945135;-2,15498865
2;2017;"Arcachon - Bouée 7";44,5;0;-2,3283064e-10;0,9577007;2,43208555;-0,597779675
2;2017;"At so";50,25;1,5;-2,3283064e-10;0,88170845;4,7805936;-1,6088783
2;2017;"Auger";45,75;0;-2,3283064e-10;0,98353502;2,28788995;-0,814383955
2;2017;"Cabourg";49,25;0;-2,3283064e-10;0,882563;3,41930325;-0,67513835
2;2017;"Le Cornard";46;0;-2,3283064e-10;0,99182093;2,4350113;-0,7880402
2;2017;"Loguivy";48,75;0;-2,3283064e-10;0,97094595;2,99758335;-0,5066219
2;2017;"Men er Roue";47,5;0;-2,3283064e-10;0,9826042;2,9791931;-0,41630046
2;2017;"Ouest Loscolo";47,5;0;-2,3283064e-10;0,9826042;2,9791931;-0,41630046
2;2017;"Point 1 Boulogne";50,75;1,5;-2,3283064e-10;0,87090474;5,4150548;-1,2245939
2;2017;"Teychan bis";44,75;0;-2,3283064e-10;0,96427757;2,36730195;-0,84198217
2;2017;"les Hébihens";48,75;0;-2,3283064e-10;0,97094595;2,99758335;-0,5066219
2;2018;"Antifer ponton pétrolier";49,75;0,25;0;0,957517595;-2,3619584;2,34342945
2;2018;"Arcachon - Bouée 7";44,5;0;0;0,9419224;0,63053533;1,7660378
2;2018;"At so";50,25;1,5;0;0,81911405;-1,7435226;1,39468015
